club,name,age,nationality,position,short_pos,market_value,dealing_club,dealing_country,fee,movement,window,league,season,is_loan,loan_status,normalized_name
RCD Mallorca,Amath Ndiaye,24.0,Senegal,Left Winger,LW,1500000.0,Getafe,Spain,3000000.0,in,summer,Laliga,2021,False,,amath ndiaye
RCD Mallorca,Dominik Greif,24.0,Slovakia,Goalkeeper,GK,1500000.0,Slo. Bratislava,Slovakia,2500000.0,in,summer,Laliga,2021,False,,dominik greif
Rayo Vallecano,Fran García,21.0,Spain,Left-Back,LB,15000000.0,RM Castilla,Spain,2000000.0,in,summer,Laliga,2021,False,,fran garcia
Rayo Vallecano,Randy Nteka,23.0,France,Attacking Midfield,AM,1800000.0,CF Fuenlabrada,Spain,1300000.0,in,summer,Laliga,2021,False,,randy nteka
Rayo Vallecano,Pathé Ciss,27.0,Senegal,Central Midfield,CM,3000000.0,CF Fuenlabrada,Spain,1000000.0,in,summer,Laliga,2021,False,,pathe ciss
Real Betis Balompié,Germán Pezzella,30.0,Argentina,Centre-Back,CB,5000000.0,Fiorentina,Italy,3250000.0,in,summer,Laliga,2021,False,,german pezzella
Real Madrid,Eduardo Camavinga,18.0,France,Central Midfield,CM,90000000.0,Stade Rennais,France,31000000.0,in,summer,Laliga,2021,False,,eduardo camavinga
Sevilla FC,Rafa Mir,24.0,Spain,Centre-Forward,CF,6000000.0,Wolves,England,16000000.0,in,summer,Laliga,2021,False,,rafa mir
Sevilla FC,Gonzalo Montiel,24.0,Argentina,Right-Back,RB,12000000.0,River Plate,Argentina,11000000.0,in,summer,Laliga,2021,False,,gonzalo montiel
Sevilla FC,Thomas Delaney,29.0,Denmark,Central Midfield,CM,2000000.0,Bor. Dortmund,Germany,6000000.0,in,summer,Laliga,2021,False,,thomas delaney
Sevilla FC,Ludwig Augustinsson,27.0,Sweden,Left-Back,LB,2500000.0,Werder Bremen,Germany,5500000.0,in,summer,Laliga,2021,False,,ludwig augustinsson
Sevilla FC,Jesús Corona,29.0,Mexico,Right Winger,RW,7000000.0,FC Porto,Portugal,3000000.0,in,winter,Laliga,2021,False,,jesus corona
Valencia CF,Marcos André,24.0,Brazil,Centre-Forward,CF,2500000.0,Real Valladolid,Spain,8500000.0,in,summer,Laliga,2021,False,,marcos andre
Valencia CF,Dimitri Foulquier,28.0,Guadeloupe,Right-Back,RB,2500000.0,Granada CF,Spain,2500000.0,in,summer,Laliga,2021,False,,dimitri foulquier
Villarreal CF,Arnaut Danjuma,24.0,Netherlands,Left Winger,LW,20000000.0,Bournemouth,England,23500000.0,in,summer,Laliga,2021,False,,arnaut danjuma
Villarreal CF,Juan Foyth,23.0,Argentina,Right-Back,RB,25000000.0,Tottenham,England,15000000.0,in,summer,Laliga,2021,False,,juan foyth
Villarreal CF,Boulaye Dia,24.0,Senegal,Centre-Forward,CF,22000000.0,Stade Reims,France,12000000.0,in,summer,Laliga,2021,False,,boulaye dia
Villarreal CF,Manu Morlanes,22.0,Spain,Central Midfield,CM,2500000.0,UD Almería,Spain,4000000.0,in,summer,Laliga,2021,False,,manu morlanes
Boavista FC,Chidozie Awaziem,24.0,Nigeria,Centre-Back,CB,3500000.0,FC Porto,Portugal,5000000.0,in,summer,Liga Portugal,2021,False,,chidozie awaziem
Boavista FC,Nathan,19.0,Brazil,Right-Back,RB,2000000.0,Vasco da Gama,Brazil,1300000.0,in,summer,Liga Portugal,2021,False,,nathan
Boavista FC,Seba Pérez,28.0,Colombia,Defensive Midfield,DM,2000000.0,Boca Juniors,Argentina,1300000.0,in,summer,Liga Portugal,2021,False,,seba perez
FC Famalicão,Charles Pickel,24.0,DR Congo,Defensive Midfield,DM,3200000.0,Grenoble,France,1500000.0,in,summer,Liga Portugal,2021,False,,charles pickel
FC Famalicão,Heri Tavares,24.0,Portugal,Right Winger,RW,,Stade Brestois,France,1200000.0,in,summer,Liga Portugal,2021,False,,heri tavares
FC Porto,Pepê,24.0,Brazil,Left Winger,LW,25000000.0,Grêmio,Brazil,15400000.0,in,summer,Liga Portugal,2021,False,,pepe
FC Porto,Wendell,28.0,Brazil,Left-Back,LB,5000000.0,B. Leverkusen,Germany,4300000.0,in,summer,Liga Portugal,2021,False,,wendell
FC Porto,Bruno Costa,24.0,Portugal,Central Midfield,CM,1500000.0,Portimonense,Portugal,2500000.0,in,summer,Liga Portugal,2021,False,,bruno costa
FC Porto,Fábio Cardoso,27.0,Portugal,Centre-Back,CB,4000000.0,Santa Clara,Portugal,2200000.0,in,summer,Liga Portugal,2021,False,,fabio cardoso
FC Porto,Galeno,24.0,Brazil,Left Winger,LW,20000000.0,SC Braga,Portugal,9910000.0,in,winter,Liga Portugal,2021,False,,galeno
Gil Vicente FC,Fran Navarro,23.0,Spain,Centre-Forward,CF,13000000.0,Valencia B,Spain,2100000.0,in,summer,Liga Portugal,2021,False,,fran navarro
SC Braga,Lucas Mineiro,25.0,Brazil,Defensive Midfield,DM,1200000.0,Gil Vicente,Portugal,1500000.0,in,summer,Liga Portugal,2021,False,,lucas mineiro
SC Braga,Mario González,25.0,Spain,Centre-Forward,CF,3500000.0,Villarreal,Spain,1470000.0,in,summer,Liga Portugal,2021,False,,mario gonzalez
SL Benfica,Roman Yaremchuk,25.0,Ukraine,Centre-Forward,CF,4000000.0,KAA Gent,Belgium,17000000.0,in,summer,Liga Portugal,2021,False,,roman yaremchuk
SL Benfica,Soualiho Meïté,27.0,France,Central Midfield,CM,3500000.0,Torino,Italy,6000000.0,in,summer,Liga Portugal,2021,False,,soualiho meite
SL Benfica,Gil Dias,24.0,Portugal,Left Midfield,LM,1500000.0,Monaco,France,1500000.0,in,summer,Liga Portugal,2021,False,,gil dias
Sporting CP,Manuel Ugarte,20.0,Uruguay,Defensive Midfield,DM,55000000.0,Famalicão,Portugal,12500000.0,in,summer,Liga Portugal,2021,False,,manuel ugarte
Sporting CP,Ricardo Esgaio,28.0,Portugal,Right-Back,RB,3500000.0,SC Braga,Portugal,5500000.0,in,summer,Liga Portugal,2021,False,,ricardo esgaio
Sporting CP,Marcus Edwards,23.0,England,Right Winger,RW,30000000.0,Vit. Guimarães,Portugal,7750000.0,in,winter,Liga Portugal,2021,False,,marcus edwards
Vitória Guimarães SC,Toni Borevkovic,24.0,Croatia,Centre-Back,CB,1000000.0,Rio Ave,Portugal,1200000.0,in,summer,Liga Portugal,2021,False,,toni borevkovic
AS Monaco,Myron Boadu,20.0,Netherlands,Centre-Forward,CF,7000000.0,AZ Alkmaar,Netherlands,17000000.0,in,summer,Ligue 1,2021,False,,myron boadu
AS Monaco,Jean Lucas,23.0,Brazil,Central Midfield,CM,5000000.0,Olympique Lyon,France,11000000.0,in,summer,Ligue 1,2021,False,,jean lucas
AS Monaco,Ismail Jakobs,21.0,Senegal,Left-Back,LB,6000000.0,1.FC Köln,Germany,6500000.0,in,summer,Ligue 1,2021,False,,ismail jakobs
AS Monaco,Vanderson,20.0,Brazil,Right-Back,RB,20000000.0,Grêmio,Brazil,11000000.0,in,winter,Ligue 1,2021,False,,vanderson
Angers SCO,Billal Brahimi,21.0,Algeria,Left Winger,LW,5000000.0,Stade Reims,France,1300000.0,in,summer,Ligue 1,2021,False,,billal brahimi
ESTAC Troyes,Metinho,18.0,Brazil,Central Midfield,CM,1200000.0,Fluminense,Brazil,5000000.0,in,summer,Ligue 1,2021,False,,metinho
ESTAC Troyes,Mama Baldé,25.0,Guinea-Bissau,Centre-Forward,CF,8000000.0,Dijon,France,3500000.0,in,summer,Ligue 1,2021,False,,mama balde
ESTAC Troyes,Renaud Ripart,28.0,France,Right Winger,RW,2000000.0,Nîmes Olympique,France,3300000.0,in,summer,Ligue 1,2021,False,,renaud ripart
ESTAC Troyes,Rominigue Kouamé,24.0,Mali,Central Midfield,CM,4000000.0,LOSC Lille,France,2500000.0,in,summer,Ligue 1,2021,False,,rominigue kouame
ESTAC Troyes,Giulian Biancone,21.0,France,Right-Back,RB,6000000.0,Monaco,France,2500000.0,in,summer,Ligue 1,2021,False,,giulian biancone
ESTAC Troyes,Xavier Chavalerin,30.0,France,Central Midfield,CM,1500000.0,Stade Reims,France,1000000.0,in,summer,Ligue 1,2021,False,,xavier chavalerin
ESTAC Troyes,Abdu Conté,23.0,Portugal,Left-Back,LB,1500000.0,Moreirense,Portugal,2700000.0,in,winter,Ligue 1,2021,False,,abdu conte
FC Girondins Bordeaux,Fransérgio,30.0,Brazil,Central Midfield,CM,1200000.0,SC Braga,Portugal,4500000.0,in,summer,Ligue 1,2021,False,,fransergio
FC Girondins Bordeaux,Stian Gregersen,26.0,Norway,Centre-Back,CB,2000000.0,Molde FK,Norway,2000000.0,in,summer,Ligue 1,2021,False,,stian gregersen
FC Girondins Bordeaux,Jean Onana,21.0,Cameroon,Defensive Midfield,DM,4800000.0,LOSC Lille,France,2000000.0,in,summer,Ligue 1,2021,False,,jean onana
FC Lorient,Moritz Jenz,22.0,Germany,Centre-Back,CB,7500000.0,Lausanne-Sport,Switzerland,3500000.0,in,summer,Ligue 1,2021,False,,moritz jenz
FC Lorient,Igor Silva,24.0,Brazil,Right-Back,RB,1500000.0,NK Osijek,Croatia,2500000.0,in,summer,Ligue 1,2021,False,,igor silva
FC Lorient,Ibrahima Koné,22.0,Mali,Centre-Forward,CF,4000000.0,Sarpsborg 08,Norway,4000000.0,in,winter,Ligue 1,2021,False,,ibrahima kone
FC Metz,Fali Candé,24.0,Guinea-Bissau,Centre-Back,CB,2500000.0,Portimonense,Portugal,2500000.0,in,winter,Ligue 1,2021,False,,fali cande
FC Nantes,Alban Lafont,22.0,France,Goalkeeper,GK,13000000.0,Fiorentina,Italy,7500000.0,in,summer,Ligue 1,2021,False,,alban lafont
LOSC Lille,Amadou Onana,19.0,Belgium,Defensive Midfield,DM,50000000.0,Hamburger SV,Germany,12600000.0,in,summer,Ligue 1,2021,False,,amadou onana
LOSC Lille,Gabriel Gudmundsson,22.0,Sweden,Left-Back,LB,4500000.0,FC Groningen,Netherlands,6000000.0,in,summer,Ligue 1,2021,False,,gabriel gudmundsson
LOSC Lille,Edon Zhegrova,22.0,Kosovo,Right Winger,RW,8000000.0,FC Basel,Switzerland,7000000.0,in,winter,Ligue 1,2021,False,,edon zhegrova
OGC Nice,Calvin Stengs,22.0,Netherlands,Attacking Midfield,AM,10000000.0,AZ Alkmaar,Netherlands,15000000.0,in,summer,Ligue 1,2021,False,,calvin stengs
OGC Nice,Andy Delort,29.0,Algeria,Centre-Forward,CF,6000000.0,Montpellier,France,10000000.0,in,summer,Ligue 1,2021,False,,andy delort
OGC Nice,Jean-Clair Todibo,21.0,France,Centre-Back,CB,30000000.0,Barcelona,Spain,8500000.0,in,summer,Ligue 1,2021,False,,jean-clair todibo
OGC Nice,Pablo Rosario,24.0,Netherlands,Defensive Midfield,DM,6000000.0,PSV Eindhoven,Netherlands,6000000.0,in,summer,Ligue 1,2021,False,,pablo rosario
OGC Nice,Mario Lemina,27.0,Gabon,Defensive Midfield,DM,10000000.0,Southampton,England,5500000.0,in,summer,Ligue 1,2021,False,,mario lemina
OGC Nice,Melvin Bard,20.0,France,Left-Back,LB,9000000.0,Olympique Lyon,France,3000000.0,in,summer,Ligue 1,2021,False,,melvin bard
OGC Nice,Billal Brahimi,21.0,Algeria,Left Winger,LW,5000000.0,Angers SCO,France,7000000.0,in,winter,Ligue 1,2021,False,,billal brahimi
Olympique Lyon,Xherdan Shaqiri,29.0,Switzerland,Attacking Midfield,AM,3500000.0,Liverpool,England,6000000.0,in,summer,Ligue 1,2021,False,,xherdan shaqiri
Olympique Lyon,Romain Faivre,23.0,France,Right Midfield,RM,15000000.0,Stade Brestois,France,15000000.0,in,winter,Ligue 1,2021,False,,romain faivre
Olympique Marseille,Gerson,24.0,Brazil,Central Midfield,CM,15000000.0,Flamengo,Brazil,20500000.0,in,summer,Ligue 1,2021,False,,gerson
Olympique Marseille,Pol Lirola,24.0,Spain,Right-Back,RB,2000000.0,Fiorentina,Italy,13000000.0,in,summer,Ligue 1,2021,False,,pol lirola
Olympique Marseille,Leonardo Balerdi,22.0,Argentina,Centre-Back,CB,10000000.0,Bor. Dortmund,Germany,11000000.0,in,summer,Ligue 1,2021,False,,leonardo balerdi
Olympique Marseille,Luan Peres,26.0,Brazil,Centre-Back,CB,4000000.0,Santos,Brazil,4500000.0,in,summer,Ligue 1,2021,False,,luan peres
Olympique Marseille,Konrad de la Fuente,19.0,United States,Left Winger,LW,1500000.0,Barcelona B,Spain,3000000.0,in,summer,Ligue 1,2021,False,,konrad de la fuente
Paris Saint-Germain,Achraf Hakimi,22.0,Morocco,Right-Back,RB,65000000.0,Inter,Italy,68000000.0,in,summer,Ligue 1,2021,False,,achraf hakimi
Paris Saint-Germain,Danilo Pereira,29.0,Portugal,Defensive Midfield,DM,10000000.0,FC Porto,Portugal,16000000.0,in,summer,Ligue 1,2021,False,,danilo pereira
RC Lens,Kevin Danso,22.0,Austria,Centre-Back,CB,22000000.0,FC Augsburg,Germany,5500000.0,in,summer,Ligue 1,2021,False,,kevin danso
RC Lens,Gaël Kakuta,30.0,DR Congo,Attacking Midfield,AM,1800000.0,Amiens SC,France,5000000.0,in,summer,Ligue 1,2021,False,,gael kakuta
RC Lens,Przemyslaw Frankowski,26.0,Poland,Right Midfield,RM,9000000.0,Chicago,United States,2300000.0,in,summer,Ligue 1,2021,False,,przemyslaw frankowski
RC Lens,Deiver Machado,27.0,Colombia,Left-Back,LB,4000000.0,Toulouse,France,1800000.0,in,summer,Ligue 1,2021,False,,deiver machado
RC Lens,Wuilker Fariñez,23.0,Venezuela,Goalkeeper,GK,3500000.0,Millonarios,Colombia,1500000.0,in,summer,Ligue 1,2021,False,,wuilker farinez
RC Lens,Patrick Berg,24.0,Norway,Defensive Midfield,DM,4500000.0,Bodø/Glimt,Norway,4500000.0,in,winter,Ligue 1,2021,False,,patrick berg
RC Strasbourg Alsace,Karol Fila,23.0,Poland,Right-Back,RB,,Lechia Gdansk,Poland,1500000.0,in,summer,Ligue 1,2021,False,,karol fila
RC Strasbourg Alsace,Gerzino Nyamsi,24.0,France,Centre-Back,CB,5000000.0,Stade Rennais,France,1500000.0,in,summer,Ligue 1,2021,False,,gerzino nyamsi
RC Strasbourg Alsace,Ismaël Doukouré,18.0,France,Centre-Back,CB,9000000.0,Valenciennes FC,France,1500000.0,in,winter,Ligue 1,2021,False,,ismael doukoure
Stade Brestois 29,Marco Bizot,30.0,Netherlands,Goalkeeper,GK,3500000.0,AZ Alkmaar,Netherlands,5000000.0,in,summer,Ligue 1,2021,False,,marco bizot
Stade Brestois 29,Lilian Brassier,21.0,France,Centre-Back,CB,7000000.0,Stade Rennais,France,1750000.0,in,summer,Ligue 1,2021,False,,lilian brassier
Stade Brestois 29,Romain Del Castillo,25.0,France,Right Winger,RW,5000000.0,Stade Rennais,France,1500000.0,in,summer,Ligue 1,2021,False,,romain del castillo
Stade Brestois 29,Jere Uronen,27.0,Finland,Left-Back,LB,1000000.0,KRC Genk,Belgium,1000000.0,in,summer,Ligue 1,2021,False,,jere uronen
Stade Reims,Azor Matusiwa,23.0,Netherlands,Defensive Midfield,DM,9000000.0,FC Groningen,Netherlands,4000000.0,in,summer,Ligue 1,2021,False,,azor matusiwa
Stade Reims,Mitchell van Bergen,22.0,Netherlands,Left Winger,LW,1200000.0,Heerenveen,Netherlands,2000000.0,in,summer,Ligue 1,2021,False,,mitchell van bergen
Stade Reims,Jens Cajuste,22.0,Sweden,Central Midfield,CM,10000000.0,FC Midtjylland,Denmark,10000000.0,in,winter,Ligue 1,2021,False,,jens cajuste
Stade Rennais FC,Loïc Badé,21.0,France,Centre-Back,CB,12000000.0,Lens,France,17000000.0,in,summer,Ligue 1,2021,False,,loic bade
Stade Rennais FC,Kamaldeen Sulemana,19.0,Ghana,Left Winger,LW,18000000.0,Nordsjaelland,Denmark,17000000.0,in,summer,Ligue 1,2021,False,,kamaldeen sulemana
Stade Rennais FC,Gaëtan Laborde,27.0,France,Centre-Forward,CF,16000000.0,Montpellier,France,15000000.0,in,summer,Ligue 1,2021,False,,gaetan laborde
Stade Rennais FC,Baptiste Santamaria,26.0,France,Defensive Midfield,DM,12000000.0,SC Freiburg,Germany,14000000.0,in,summer,Ligue 1,2021,False,,baptiste santamaria
Stade Rennais FC,Lovro Majer,23.0,Croatia,Central Midfield,CM,27000000.0,Dinamo Zagreb,Croatia,12000000.0,in,summer,Ligue 1,2021,False,,lovro majer
Stade Rennais FC,Doğan Alemdar,18.0,Turkey,Goalkeeper,GK,3500000.0,Kayserispor,Turkey,3500000.0,in,summer,Ligue 1,2021,False,,dogan alemdar
Stade Rennais FC,Birger Meling,26.0,Norway,Left-Back,LB,5000000.0,Nîmes Olympique,France,3000000.0,in,summer,Ligue 1,2021,False,,birger meling
Cracovia,Virgil Ghiță,23.0,Romania,Centre-Back,CB,1800000.0,FCV Farul,Romania,1200000.0,in,winter,Pko Bp Ekstraklasa,2021,False,,virgil ghita
Lech Poznan,Adriel Ba Loua,25.0,Cote d'Ivoire,Right Winger,RW,,Viktoria Plzen,Czech Republic,1200000.0,in,summer,Pko Bp Ekstraklasa,2021,False,,adriel ba loua
Lech Poznan,Kristoffer Velde,22.0,Norway,Left Winger,LW,5000000.0,Haugesund,Norway,1100000.0,in,winter,Pko Bp Ekstraklasa,2021,False,,kristoffer velde
Legia Warszawa,Lirim Kastrati,22.0,Kosovo,Right Winger,RW,,Dinamo Zagreb,Croatia,1300000.0,in,summer,Pko Bp Ekstraklasa,2021,False,,lirim kastrati
Piast Gliwice,Jakub Swierczok,28.0,Poland,Centre-Forward,CF,,Ludogorets,Bulgaria,1000000.0,in,summer,Pko Bp Ekstraklasa,2021,False,,jakub swierczok
Arsenal FC,Ben White,23.0,England,Right-Back,RB,55000000.0,Brighton,England,58500000.0,in,summer,Premier League,2021,False,,ben white
Arsenal FC,Martin Ødegaard,22.0,Norway,Attacking Midfield,AM,90000000.0,Real Madrid,Spain,35000000.0,in,summer,Premier League,2021,False,,martin odegaard
Arsenal FC,Aaron Ramsdale,23.0,England,Goalkeeper,GK,32000000.0,Sheff Utd,England,28000000.0,in,summer,Premier League,2021,False,,aaron ramsdale
Arsenal FC,Takehiro Tomiyasu,22.0,Japan,Right-Back,RB,25000000.0,Bologna,Italy,18600000.0,in,summer,Premier League,2021,False,,takehiro tomiyasu
Arsenal FC,Albert Sambi Lokonga,21.0,Belgium,Central Midfield,CM,15000000.0,RSC Anderlecht,Belgium,17500000.0,in,summer,Premier League,2021,False,,albert sambi lokonga
Arsenal FC,Nuno Tavares,21.0,Portugal,Left-Back,LB,18000000.0,Benfica,Portugal,8000000.0,in,summer,Premier League,2021,False,,nuno tavares
Arsenal FC,Auston Trusty,23.0,United States,Centre-Back,CB,8000000.0,Colorado,United States,1800000.0,in,winter,Premier League,2021,False,,auston trusty
Aston Villa,Emiliano Buendía,24.0,Argentina,Right Winger,RW,28000000.0,Norwich,England,38400000.0,in,summer,Premier League,2021,False,,emiliano buendia
Aston Villa,Leon Bailey,23.0,Jamaica,Left Winger,LW,28000000.0,B. Leverkusen,Germany,32000000.0,in,summer,Premier League,2021,False,,leon bailey
Aston Villa,Danny Ings,29.0,England,Centre-Forward,CF,12000000.0,Southampton,England,29400000.0,in,summer,Premier League,2021,False,,danny ings
Aston Villa,Lucas Digne,28.0,France,Left-Back,LB,15000000.0,Everton,England,30000000.0,in,winter,Premier League,2021,False,,lucas digne
Brentford FC,Kristoffer Ajer,23.0,Norway,Centre-Back,CB,16000000.0,Celtic,Scotland,15700000.0,in,summer,Premier League,2021,False,,kristoffer ajer
Brentford FC,Frank Onyeka,23.0,Nigeria,Central Midfield,CM,8000000.0,FC Midtjylland,Denmark,10000000.0,in,summer,Premier League,2021,False,,frank onyeka
Brentford FC,Yoane Wissa,24.0,DR Congo,Left Winger,LW,18000000.0,FC Lorient,France,10000000.0,in,summer,Premier League,2021,False,,yoane wissa
Brentford FC,Myles Peart-Harris,18.0,England,Attacking Midfield,AM,,Chelsea U23,England,1500000.0,in,summer,Premier League,2021,False,,myles peart-harris
Brighton & Hove Albion,Enock Mwepu,23.0,Zambia,Central Midfield,CM,,RB Salzburg,Austria,23000000.0,in,summer,Premier League,2021,False,,enock mwepu
Brighton & Hove Albion,Marc Cucurella,23.0,Spain,Left-Back,LB,28000000.0,Getafe,Spain,18000000.0,in,summer,Premier League,2021,False,,marc cucurella
Brighton & Hove Albion,Abdallah Sima,20.0,Senegal,Right Winger,RW,6000000.0,Slavia Prague,Czech Republic,8000000.0,in,summer,Premier League,2021,False,,abdallah sima
Brighton & Hove Albion,Kjell Scherpen,21.0,Netherlands,Goalkeeper,GK,2000000.0,Ajax,Netherlands,5000000.0,in,summer,Premier League,2021,False,,kjell scherpen
Brighton & Hove Albion,Kaoru Mitoma,24.0,Japan,Left Winger,LW,50000000.0,Kawasaki Front.,Japan,3000000.0,in,summer,Premier League,2021,False,,kaoru mitoma
Brighton & Hove Albion,Kacper Kozlowski,18.0,Poland,Central Midfield,CM,5000000.0,Pogon Szczecin,Poland,11000000.0,in,winter,Premier League,2021,False,,kacper kozlowski
Brighton & Hove Albion,Deniz Undav,25.0,Germany,Centre-Forward,CF,10000000.0,Union SG,Belgium,7000000.0,in,winter,Premier League,2021,False,,deniz undav
Burnley FC,Maxwel Cornet,24.0,Cote d'Ivoire,Left Winger,LW,12000000.0,Olympique Lyon,France,15000000.0,in,summer,Premier League,2021,False,,maxwel cornet
Burnley FC,Nathan Collins,20.0,Ireland,Centre-Back,CB,22000000.0,Stoke City,England,14000000.0,in,summer,Premier League,2021,False,,nathan collins
Burnley FC,Connor Roberts,25.0,Wales,Right-Back,RB,8000000.0,Swansea,England,2900000.0,in,summer,Premier League,2021,False,,connor roberts
Burnley FC,Wout Weghorst,29.0,Netherlands,Centre-Forward,CF,9000000.0,VfL Wolfsburg,Germany,17500000.0,in,winter,Premier League,2021,False,,wout weghorst
Chelsea FC,Romelu Lukaku,28.0,Belgium,Centre-Forward,CF,40000000.0,Inter,Italy,113000000.0,in,summer,Premier League,2021,False,,romelu lukaku
Crystal Palace,Marc Guéhi,21.0,England,Centre-Back,CB,35000000.0,Chelsea,England,23340000.0,in,summer,Premier League,2021,False,,marc guehi
Crystal Palace,Joachim Andersen,25.0,Denmark,Centre-Back,CB,30000000.0,Olympique Lyon,France,17500000.0,in,summer,Premier League,2021,False,,joachim andersen
Crystal Palace,Odsonne Edouard,23.0,France,Centre-Forward,CF,20000000.0,Celtic,Scotland,16300000.0,in,summer,Premier League,2021,False,,odsonne edouard
Crystal Palace,Michael Olise,19.0,France,Right Winger,RW,50000000.0,Reading,England,9300000.0,in,summer,Premier League,2021,False,,michael olise
Crystal Palace,Will Hughes,26.0,England,Central Midfield,CM,5000000.0,Watford,England,7000000.0,in,summer,Premier League,2021,False,,will hughes
Crystal Palace,Jean-Philippe Mateta,24.0,France,Centre-Forward,CF,7000000.0,1.FSV Mainz 05,Germany,11000000.0,in,winter,Premier League,2021,False,,jean-philippe mateta
Crystal Palace,Luke Plange,19.0,England,Centre-Forward,CF,1000000.0,Derby,England,1180000.0,in,winter,Premier League,2021,False,,luke plange
Everton FC,Demarai Gray,25.0,Jamaica,Left Winger,LW,12000000.0,B. Leverkusen,Germany,2000000.0,in,summer,Premier League,2021,False,,demarai gray
Everton FC,Vitaliy Mykolenko,22.0,Ukraine,Left-Back,LB,25000000.0,Dynamo Kyiv,Ukraine,23500000.0,in,winter,Premier League,2021,False,,vitaliy mykolenko
Everton FC,Nathan Patterson,20.0,Scotland,Right-Back,RB,16000000.0,Rangers,Scotland,14000000.0,in,winter,Premier League,2021,False,,nathan patterson
Leeds United,Daniel James,23.0,Wales,Left Winger,LW,12000000.0,Man Utd,England,29100000.0,in,summer,Premier League,2021,False,,daniel james
Leeds United,Junior Firpo,24.0,Dominican Republic,Left-Back,LB,7000000.0,Barcelona,Spain,15000000.0,in,summer,Premier League,2021,False,,junior firpo
Leeds United,Jack Harrison,24.0,England,Right Winger,RW,22000000.0,Man City,England,12800000.0,in,summer,Premier League,2021,False,,jack harrison
Leeds United,Kristoffer Klaesson,20.0,Norway,Goalkeeper,GK,1800000.0,Vålerenga,Norway,2400000.0,in,summer,Premier League,2021,False,,kristoffer klaesson
Leeds United,Lewis Bate,18.0,England,Central Midfield,CM,1200000.0,Chelsea U23,England,1750000.0,in,summer,Premier League,2021,False,,lewis bate
Leicester City,Patson Daka,22.0,Zambia,Centre-Forward,CF,15000000.0,RB Salzburg,Austria,30000000.0,in,summer,Premier League,2021,False,,patson daka
Leicester City,Boubakary Soumaré,22.0,France,Defensive Midfield,DM,15000000.0,LOSC Lille,France,20000000.0,in,summer,Premier League,2021,False,,boubakary soumare
Leicester City,Jannik Vestergaard,29.0,Denmark,Centre-Back,CB,4000000.0,Southampton,England,17600000.0,in,summer,Premier League,2021,False,,jannik vestergaard
Liverpool FC,Ibrahima Konaté,22.0,France,Centre-Back,CB,38000000.0,RB Leipzig,Germany,40000000.0,in,summer,Premier League,2021,False,,ibrahima konate
Liverpool FC,Luis Díaz,25.0,Colombia,Left Winger,LW,75000000.0,FC Porto,Portugal,47000000.0,in,winter,Premier League,2021,False,,luis diaz
Manchester City,Jack Grealish,25.0,England,Left Winger,LW,75000000.0,Aston Villa,England,117500000.0,in,summer,Premier League,2021,False,,jack grealish
Manchester City,Julián Álvarez,22.0,Argentina,Centre-Forward,CF,80000000.0,River Plate,Argentina,21400000.0,in,winter,Premier League,2021,False,,julian alvarez
Manchester United,Jadon Sancho,21.0,England,Left Winger,LW,32000000.0,Bor. Dortmund,Germany,85000000.0,in,summer,Premier League,2021,False,,jadon sancho
Manchester United,Raphaël Varane,28.0,France,Centre-Back,CB,35000000.0,Real Madrid,Spain,40000000.0,in,summer,Premier League,2021,False,,raphael varane
Manchester United,Cristiano Ronaldo,36.0,Portugal,Centre-Forward,CF,15000000.0,Juventus,Italy,17000000.0,in,summer,Premier League,2021,False,,cristiano ronaldo
Newcastle United,Joe Willock,21.0,England,Central Midfield,CM,38000000.0,Arsenal,England,29400000.0,in,summer,Premier League,2021,False,,joe willock
Newcastle United,Bruno Guimarães,24.0,Brazil,Defensive Midfield,DM,85000000.0,Olympique Lyon,France,42100000.0,in,winter,Premier League,2021,False,,bruno guimaraes
Newcastle United,Chris Wood,30.0,New Zealand,Centre-Forward,CF,8000000.0,Burnley,England,30000000.0,in,winter,Premier League,2021,False,,chris wood
Newcastle United,Dan Burn,29.0,England,Left-Back,LB,10000000.0,Brighton,England,15000000.0,in,winter,Premier League,2021,False,,dan burn
Newcastle United,Kieran Trippier,31.0,England,Right-Back,RB,11000000.0,Atlético Madrid,Spain,14000000.0,in,winter,Premier League,2021,False,,kieran trippier
Norwich City,Milot Rashica,25.0,Kosovo,Right Winger,RW,8500000.0,Werder Bremen,Germany,11000000.0,in,summer,Premier League,2021,False,,milot rashica
Norwich City,Christos Tzolis,19.0,Greece,Left Winger,LW,5000000.0,PAOK Salonika,Greece,11000000.0,in,summer,Premier League,2021,False,,christos tzolis
Norwich City,Josh Sargent,21.0,United States,Centre-Forward,CF,12000000.0,Werder Bremen,Germany,9500000.0,in,summer,Premier League,2021,False,,josh sargent
Norwich City,Ben Gibson,28.0,England,Centre-Back,CB,2000000.0,Burnley,England,9300000.0,in,summer,Premier League,2021,False,,ben gibson
Norwich City,Dimitrios Giannoulis,25.0,Greece,Left-Back,LB,3500000.0,PAOK Salonika,Greece,7500000.0,in,summer,Premier League,2021,False,,dimitrios giannoulis
Norwich City,Angus Gunn,25.0,Scotland,Goalkeeper,GK,2500000.0,Southampton,England,5850000.0,in,summer,Premier League,2021,False,,angus gunn
