height_cm,weight_kg,nationality,overall,potential,preferred_foot,contract_valid_until,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,age_y,position,fee,window,league,season
176,67,Germany,73,78,Right,2015.0,70,62,39,75,60,76,68,48,58,75,81,79,83,72,83,65,61,73,51,59,42,40,68,72,49,,30,24,25,5,5,9,9,9,23,Right Winger,8000000,winter,1 Bundesliga,2015
184,73,Serbia,73,77,Right,2017.0,68,59,74,74,58,66,64,42,72,72,65,69,64,76,66,78,80,91,75,67,79,74,70,69,62,,59,72,69,7,10,7,13,11,23,Centre-Back,6000000,summer,Eredivisie,2015
191,83,Argentina,73,76,Right,2020.0,61,31,77,62,24,64,32,49,65,65,71,73,53,77,55,42,41,65,81,37,64,75,28,34,48,,76,76,75,5,6,5,12,7,26,Centre-Back,2850000,summer,Premier League,2015
175,73,Scotland,73,75,Right,2017.0,76,72,68,77,68,74,76,75,71,76,69,69,75,71,73,76,66,77,60,76,65,62,69,81,74,,50,63,59,6,5,10,5,10,28,Central Midfield,4100000,summer,Premier League,2015
186,84,Slovakia,73,74,Right,2015.0,69,63,73,77,70,74,67,69,73,77,65,67,74,74,50,81,78,85,90,78,86,75,71,72,70,,69,78,75,13,7,8,14,7,28,Central Midfield,4000000,summer,Serie A,2015
192,93,Belgium,73,73,Right,2017.0,53,73,78,71,67,63,56,53,53,72,71,73,56,72,45,74,74,76,84,69,66,47,76,71,67,,32,43,28,9,10,9,6,12,30,Centre-Forward,1800000,summer,Super Lig,2015
187,84,Croatia,73,73,Right,2017.0,46,76,76,59,68,70,64,76,41,72,68,70,67,74,43,73,58,75,76,69,63,28,76,64,80,,25,25,25,5,11,7,11,6,30,Centre-Forward,4100000,summer,Premier League,2015
189,90,England,72,83,Right,2015.0,61,74,69,60,61,73,52,68,57,72,75,74,61,74,62,78,69,72,83,68,65,25,67,59,74,,25,24,25,7,15,5,9,11,22,Centre-Forward,10000000,summer,Premier League,2015
182,80,DR Congo,72,83,Right,2017.0,51,56,71,62,36,65,28,27,63,66,78,82,68,70,66,78,81,73,80,41,72,65,53,42,30,,72,73,71,8,13,15,6,6,20,Centre-Back,12000000,summer,Premier League,2015
177,67,France,72,82,Right,2017.0,58,63,52,75,68,66,61,64,73,74,66,63,71,75,70,71,53,69,70,73,64,68,68,73,68,,58,67,60,8,9,10,7,8,22,Central Midfield,10000000,summer,Premier League,2015
184,73,Italy,72,81,Right,2018.0,69,55,61,77,63,77,73,64,69,81,74,78,72,59,67,71,64,68,69,64,53,25,67,74,64,,24,30,30,4,2,4,4,2,23,Attacking Midfield,4000000,summer,Serie A,2015
186,78,Iraq,72,81,Left,2018.0,65,56,64,58,55,63,63,74,62,68,72,73,68,81,77,80,64,84,75,74,70,70,66,60,68,,70,72,76,11,12,15,7,9,23,Left-Back,2200000,summer,Serie A,2015
196,91,Greece,72,80,Right,2018.0,25,25,25,25,25,25,25,25,25,28,31,33,32,70,32,25,62,23,64,25,25,25,25,25,25,,25,25,25,76,67,65,71,77,21,Goalkeeper,2000000,summer,Super League 1,2015
180,68,Czech Republic,72,78,Right,2017.0,52,76,64,62,69,74,50,60,54,75,87,87,86,72,74,65,78,61,50,62,62,39,70,64,64,,25,28,27,10,10,5,6,5,23,Centre-Forward,2100000,winter,Superliga,2015
178,71,Wales,72,78,Right,2016.0,73,42,57,70,42,69,72,51,66,71,80,80,76,74,73,68,71,81,72,61,65,72,62,67,49,,72,73,72,5,14,11,5,13,23,Right-Back,2800000,summer,Premier League,2015
184,79,Italy,72,77,Left,2018.0,76,58,66,68,42,71,59,39,62,71,77,78,76,72,59,65,73,79,77,50,73,71,69,69,50,,71,75,77,5,10,10,13,4,28,Left-Back,4500000,summer,Serie A,2015
183,78,Sweden,72,77,Right,2017.0,49,44,58,75,49,64,63,68,77,73,69,67,67,71,64,82,72,90,74,66,74,73,62,71,63,,63,71,61,5,7,14,15,11,23,Central Midfield,2500000,summer,Serie A,2015
182,78,Argentina,72,77,Right,2017.0,67,65,63,69,59,76,71,65,65,75,78,81,76,67,72,77,66,74,68,69,65,39,69,63,67,,33,41,39,5,6,8,14,4,26,Attacking Midfield,3500000,summer,Serie A,2015
177,69,England,72,76,Right,2016.0,71,69,47,64,64,82,68,74,48,76,89,88,89,61,79,72,62,82,56,54,44,44,74,65,82,,25,29,27,12,10,9,12,14,26,Left Winger,3500000,summer,Premier League,2015
183,80,Switzerland,72,76,Right,2017.0,73,68,73,72,75,66,68,65,74,70,74,73,72,60,71,80,71,91,73,77,60,67,74,78,61,,65,68,66,11,14,7,10,13,26,Defensive Midfield,3600000,summer,1 Bundesliga,2015
182,70,Netherlands,72,76,Left,2017.0,56,74,58,69,69,76,76,73,68,77,76,74,80,72,70,77,69,72,52,75,47,36,74,72,64,,34,35,29,8,10,6,6,14,23,Right Winger,6500000,summer,Premier League,2015
186,88,Slovenia,72,76,Right,2015.0,63,48,67,76,67,67,67,70,73,74,62,68,59,67,62,82,57,78,89,76,70,70,63,68,63,,63,69,66,13,12,9,10,5,26,Central Midfield,3200000,summer,Serie A,2015
187,75,Netherlands,72,76,Right,2018.0,55,47,72,64,48,64,41,35,55,68,74,75,68,70,57,71,69,73,76,55,68,75,64,70,41,,72,74,74,12,6,15,12,6,24,Centre-Back,3000000,winter,1 Bundesliga,2015
166,67,Chile,72,75,Right,2016.0,73,51,64,76,65,67,81,73,75,78,70,72,78,60,86,80,81,85,59,74,71,78,56,74,65,,74,66,70,7,6,10,8,14,29,Defensive Midfield,1800000,winter,Laliga,2015
186,84,Germany,72,75,Right,2016.0,63,74,74,68,69,68,52,46,39,69,68,71,65,72,57,74,71,78,78,60,82,41,73,57,58,,26,23,24,7,6,8,6,5,26,Centre-Forward,2500000,summer,1 Bundesliga,2015
186,81,Belgium,72,72,Right,2015.0,72,71,76,73,68,69,64,64,69,71,71,74,67,74,60,72,78,83,76,71,68,67,76,72,68,,66,69,76,8,13,14,11,9,31,Defensive Midfield,2000000,winter,Ligue 1,2015
174,70,Turkey,72,72,Right,2015.0,69,58,73,74,44,74,60,66,72,75,76,76,82,68,81,71,72,69,59,67,68,23,72,71,68,,21,23,22,10,12,14,15,5,28,Attacking Midfield,1500000,summer,Super Lig,2015
182,78,Argentina,71,80,Right,2015.0,68,54,44,72,64,74,75,74,71,76,78,76,75,66,78,79,61,69,59,77,44,24,63,70,58,,35,26,28,8,13,5,8,9,21,Defensive Midfield,6000000,summer,Serie A,2015
178,73,England,71,79,Right,2015.0,55,76,70,68,56,72,34,35,58,72,89,89,79,66,78,69,80,69,68,62,51,38,68,65,62,,32,23,26,9,12,11,15,5,22,Centre-Forward,8300000,summer,Premier League,2015
179,70,Ghana,71,79,Right,2015.0,65,48,64,76,49,64,56,53,74,75,79,79,81,70,73,71,70,83,65,64,83,62,64,71,59,,55,67,71,10,4,9,5,6,23,Central Midfield,3100000,summer,Serie A,2015
193,80,Denmark,71,79,Right,2015.0,37,25,75,49,30,36,55,30,55,48,53,67,55,58,35,66,69,65,79,32,75,75,29,47,44,,75,77,71,10,9,13,9,10,23,Centre-Back,1780000,summer,1 Bundesliga,2015
178,74,Argentina,71,79,Right,2016.0,59,41,55,70,32,66,46,46,71,70,68,69,66,70,68,60,70,84,69,43,75,72,52,64,45,,69,73,68,11,12,6,5,6,22,Defensive Midfield,6000000,summer,Laliga,2015
180,67,Denmark,71,78,Left,2018.0,59,69,51,69,60,74,73,70,65,75,79,77,82,66,78,65,70,79,60,70,41,38,72,72,62,,25,30,27,5,12,15,14,10,23,Right Winger,1000000,summer,Superliga,2015
192,84,Sweden,71,78,Left,2015.0,29,27,61,60,39,41,41,44,63,57,49,66,47,71,46,57,63,56,82,40,83,76,23,44,33,,74,76,64,14,7,9,6,15,22,Centre-Back,1000000,summer,Serie A,2015
175,69,Turkey,71,77,Right,2015.0,67,75,72,65,66,70,50,48,51,61,76,75,71,66,64,72,67,75,64,70,58,31,77,74,70,,25,20,25,13,9,11,15,5,24,Centre-Forward,2750000,winter,Super Lig,2015
192,81,Australia,71,77,Right,2016.0,25,25,25,35,25,25,25,25,25,28,48,51,46,73,29,39,65,33,64,25,25,25,25,25,35,,25,25,25,74,67,72,68,76,26,Goalkeeper,3500000,summer,1 Bundesliga,2015
182,79,Netherlands,69,72,Right,2016.0,44,52,67,67,47,67,42,51,63,72,55,65,64,70,64,60,76,75,74,53,67,68,63,72,55,,66,69,66,15,10,12,11,15,25,Central Midfield,1500000,summer,Eredivisie,2015
180,77,Paraguay,71,77,Right,2015.0,65,67,53,69,57,75,57,49,63,73,78,79,78,66,72,83,77,79,72,73,73,40,74,63,47,,20,23,25,12,12,13,7,14,26,Right Winger,1300000,summer,Laliga,2015
171,76,Haiti,71,77,Right,2019.0,62,63,52,73,62,70,62,65,65,71,92,90,87,70,93,79,60,81,66,69,59,54,58,74,60,,59,60,52,8,10,8,7,6,22,Attacking Midfield,2000000,summer,Ligue 1,2015
185,85,Tunisia,71,76,Right,2019.0,62,24,67,66,48,48,51,52,64,61,68,67,62,67,63,69,79,68,84,39,78,76,46,57,38,,76,77,76,13,12,8,13,14,28,Centre-Back,7000000,summer,Premier League,2015
180,80,France,76,80,Right,2019.0,44,58,64,76,39,64,46,58,74,75,68,64,79,74,64,64,71,83,73,62,76,76,69,72,49,,76,77,72,7,12,10,14,14,24,Defensive Midfield,8600000,summer,Ligue 1,2015
187,85,Austria,71,76,Left,2019.0,51,20,73,70,26,62,23,27,65,64,67,76,59,66,61,39,67,65,78,24,73,66,29,53,34,,70,75,68,12,9,14,11,10,22,Centre-Back,6000000,summer,Premier League,2015
188,84,England,74,77,Right,2016.0,30,78,78,58,66,65,58,42,45,70,73,75,65,76,64,70,80,78,78,66,51,46,77,60,74,,25,25,25,8,10,6,8,12,26,Centre-Forward,5200000,winter,Premier League,2015
190,83,Belgium,80,85,Right,2017.0,58,82,84,73,72,75,60,46,48,79,79,81,74,68,48,85,81,77,92,76,80,29,81,73,81,,25,30,25,14,5,12,8,5,24,Centre-Forward,46500000,summer,Premier League,2015
181,79,Wales,71,73,Right,2016.0,53,32,69,67,26,57,46,43,60,62,69,77,72,66,71,35,83,65,74,30,71,67,43,48,51,,70,73,73,10,11,11,13,12,26,Centre-Back,11300000,summer,Premier League,2015
184,83,Costa Rica,71,72,Right,2017.0,39,21,74,56,31,47,27,31,52,58,64,73,56,69,50,46,74,66,77,23,74,67,23,38,36,,72,73,70,14,8,6,7,13,26,Centre-Back,1150000,winter,Laliga,2015
177,69,Argentina,70,83,Left,2016.0,65,68,62,69,74,74,73,71,66,74,90,82,90,62,79,66,63,70,39,71,59,34,68,60,68,,26,33,35,8,10,8,9,10,21,Second Striker,41000000,summer,Serie A,2015
172,64,Paraguay,70,81,Right,2019.0,61,72,55,67,66,75,58,32,58,71,81,85,85,68,81,73,73,72,58,66,50,33,71,68,65,,25,25,20,14,14,14,13,12,21,Second Striker,9400000,summer,Premier Liga Ukr,2015
188,78,Italy,70,81,Left,2015.0,39,29,69,58,29,49,35,27,54,59,66,66,56,70,55,59,72,73,72,50,74,73,31,39,37,,72,70,70,8,13,11,7,8,20,Centre-Back,25000000,summer,Serie A,2015
183,72,England,70,80,Right,2016.0,67,60,71,68,42,69,54,32,64,72,79,77,73,72,68,68,74,71,68,59,65,67,62,68,49,,68,69,70,9,8,14,15,12,22,Left-Back,4800000,winter,Premier League,2015
180,78,Germany,70,78,Left,2016.0,65,43,57,70,48,70,45,41,64,68,88,87,76,65,72,66,58,77,73,40,72,64,63,64,48,,65,68,71,12,8,14,6,13,22,Left-Back,4000000,summer,1 Bundesliga,2015
181,85,Italy,80,85,Right,2019.0,54,85,79,70,80,74,69,50,48,78,76,80,77,84,66,79,78,77,77,70,81,28,86,60,74,,20,32,28,5,7,14,11,5,25,Centre-Forward,11000000,winter,Laliga,2015
178,73,Argentina,70,76,Right,2015.0,64,69,62,68,65,77,61,58,63,76,81,81,81,67,76,67,56,80,63,67,26,25,71,65,64,,25,21,26,12,11,12,6,14,23,Centre-Forward,2500000,summer,Laliga,2015
183,72,Curacao,69,73,Right,2016.0,63,44,64,63,43,65,55,44,55,66,76,78,70,68,60,60,85,74,72,63,72,67,52,58,50,,70,69,66,12,13,13,13,11,25,Centre-Back,1500000,summer,Premier League,2015
190,85,Bosnia Herzegovina,70,75,Left,2015.0,54,34,71,59,31,41,75,73,67,51,49,54,45,64,43,71,49,66,81,65,68,76,42,58,68,,73,75,69,14,11,7,11,10,28,Centre-Back,1000000,summer,Serie A,2015
180,79,Germany,70,75,Right,2017.0,66,65,44,70,60,74,59,52,57,70,87,84,79,70,78,76,66,67,66,61,59,33,71,65,61,,29,32,28,6,5,12,5,7,22,Right Winger,3000000,summer,1 Bundesliga,2015
186,78,Italy,70,75,Right,2015.0,32,74,74,59,67,63,53,27,35,67,68,67,68,69,59,68,82,71,80,55,35,23,74,47,65,,25,20,25,14,5,11,13,8,26,Centre-Forward,3000000,summer,Serie A,2015
192,84,Bosnia Herzegovina,70,74,Right,2017.0,34,23,74,56,27,35,36,32,47,48,54,63,47,66,42,63,69,62,79,27,70,64,22,37,49,,67,77,73,15,6,8,13,12,26,Centre-Back,3000000,summer,1 Bundesliga,2015
184,79,Russia,70,72,Left,2015.0,72,60,53,71,70,71,57,63,68,72,73,72,70,70,61,77,58,61,61,77,32,24,59,72,69,,28,36,27,6,7,5,8,15,26,Attacking Midfield,1500000,summer,Premier Liga,2015
187,86,Norway,70,72,Right,2018.0,52,72,74,50,64,54,45,66,44,61,71,72,62,69,58,75,81,71,82,70,69,43,72,35,64,,23,30,22,10,7,14,10,6,28,Centre-Forward,2000000,winter,Ligue 1,2015
185,84,England,70,70,Right,2015.0,47,77,75,66,64,62,56,32,53,70,64,66,59,65,72,72,74,63,72,66,68,44,72,71,74,,23,28,22,14,15,13,6,9,31,Centre-Forward,5400000,summer,Premier League,2015
186,78,Poland,69,81,Left,2015.0,60,70,74,65,56,52,72,61,48,66,75,74,64,70,63,73,76,72,76,63,67,35,71,64,65,,32,31,34,8,15,15,14,5,21,Centre-Forward,2800000,summer,Eredivisie,2015
181,76,France,69,81,Right,2018.0,37,68,65,56,64,68,43,53,41,69,85,88,81,67,70,70,74,55,71,61,29,25,71,43,68,,20,25,25,8,7,7,14,10,19,Centre-Forward,60000000,summer,Premier League,2015
178,65,Ghana,69,81,Right,2018.0,58,64,67,71,49,75,57,45,67,73,71,68,66,69,65,72,60,73,60,68,71,54,68,64,68,,50,56,55,14,12,11,9,10,20,Attacking Midfield,6000000,summer,Laliga,2015
177,74,Greece,69,78,Left,2015.0,75,43,44,72,60,70,66,59,75,73,86,90,72,73,87,60,62,62,42,64,75,64,40,30,45,,68,69,69,10,6,14,9,13,21,Left-Back,2500000,summer,1 Bundesliga,2015
176,71,Colombia,66,71,Left,2020.0,63,45,55,52,24,55,31,31,49,64,78,85,76,64,73,47,73,92,52,24,68,67,51,30,38,,59,65,63,6,6,6,5,8,24,Left-Back,2000000,summer,Jupiler Pro League,2015
185,76,Guinea,69,76,Right,2018.0,44,70,64,56,52,75,48,37,42,70,84,83,84,64,59,67,70,61,74,57,33,21,73,55,67,,25,24,25,7,5,11,10,7,21,Centre-Forward,2200000,summer,Jupiler Pro League,2015
188,84,Belgium,67,75,Right,2016.0,50,25,70,62,42,30,33,25,60,62,68,67,45,68,58,57,76,68,78,24,77,69,40,43,25,,68,73,70,10,7,12,12,7,24,Centre-Back,2000000,summer,Scottish Premiership,2015
180,74,Cameroon,69,75,Right,2016.0,66,73,68,67,71,72,56,57,56,69,91,91,85,73,66,77,71,56,65,64,45,31,65,57,71,,24,25,25,13,13,7,11,9,26,Centre-Forward,1500000,summer,Ligue 1,2015
175,75,Netherlands,69,75,Right,2017.0,67,65,56,73,56,72,60,45,64,69,73,75,75,66,74,64,69,74,59,61,59,62,70,70,63,,63,64,60,7,11,14,14,6,22,Attacking Midfield,1450000,summer,Eredivisie,2015
180,75,Italy,69,75,Right,2015.0,65,47,59,72,59,65,69,73,73,70,63,65,69,69,62,75,66,70,74,77,67,63,55,73,67,,51,61,61,4,12,13,7,12,23,Defensive Midfield,4000000,summer,Serie A,2015
182,81,Czech Republic,69,75,Right,,75,55,59,67,56,70,37,51,68,72,72,77,58,73,65,65,64,71,77,56,70,62,48,59,53,,71,69,68,9,10,13,12,6,23,Right-Back,3500000,summer,1 Bundesliga,2015
185,77,Italy,69,74,Right,2018.0,68,26,66,64,46,62,59,39,59,63,69,73,70,70,61,65,71,79,74,49,76,70,61,47,54,,66,71,69,11,6,14,6,12,28,Right-Back,1000000,summer,Serie A,2015
173,59,Mexico,69,74,Right,2017.0,54,62,50,65,64,78,71,58,64,72,78,78,90,67,86,65,51,31,30,60,44,38,66,67,58,,40,52,44,10,5,9,13,8,22,Right Winger,10500000,summer,Liga Portugal,2015
190,79,Denmark,64,71,Right,2016.0,22,30,70,45,32,46,29,27,44,56,68,55,48,61,48,57,58,70,78,45,59,59,26,37,33,,66,67,63,7,12,13,6,10,24,Centre-Back,1500000,summer,Super League,2015
178,72,Paraguay,64,69,Right,2016.0,50,55,66,66,55,67,55,58,62,67,76,78,79,61,68,62,78,66,54,63,76,46,78,70,64,,40,35,32,6,12,8,11,8,25,Centre-Forward,2500000,winter,1 Bundesliga,2015
174,68,Paraguay,69,72,Right,2020.0,71,44,53,62,39,72,64,44,55,68,78,75,78,73,80,63,60,71,56,50,74,70,50,50,54,,65,71,73,10,13,10,13,14,26,Right-Back,3500000,summer,Serie A,2015
190,89,Croatia,69,72,Right,2016.0,28,72,74,63,68,57,36,45,35,65,60,67,52,68,42,77,64,74,89,62,74,23,68,54,71,,25,38,21,9,8,10,10,14,26,Centre-Forward,1600000,summer,Jupiler Pro League,2015
188,84,France,69,69,Left,2017.0,25,25,25,30,25,25,25,25,22,25,49,53,40,75,28,26,79,31,77,25,39,24,25,25,21,,25,25,25,73,67,58,64,72,32,Goalkeeper,1000000,winter,Jupiler Pro League,2015
192,90,Germany,68,83,Right,2015.0,32,25,70,59,22,44,26,20,50,58,55,67,47,64,48,41,69,55,86,20,57,62,26,39,32,,69,71,65,10,7,6,8,13,19,Centre-Back,7500000,summer,1 Bundesliga,2015
185,75,Turkey,68,83,Right,2016.0,58,69,63,64,67,68,68,72,47,68,72,75,75,67,68,69,64,62,62,63,42,28,67,56,68,,22,32,23,7,13,7,12,12,18,Centre-Forward,4400000,summer,Premier League,2015
181,72,Italy,68,80,Right,2020.0,32,68,73,63,58,66,65,54,37,68,72,74,63,61,62,71,72,63,74,70,54,25,67,54,55,,25,24,25,12,6,11,13,6,21,Centre-Forward,8400000,summer,Serie A,2015
190,81,Germany,68,79,Right,2018.0,43,46,65,73,47,59,42,46,67,73,68,65,62,65,62,65,55,79,71,58,74,68,49,62,38,,61,66,65,6,14,9,14,12,20,Centre-Back,3000000,summer,1 Bundesliga,2015
185,77,Turkey,68,76,Right,2016.0,43,69,66,57,58,75,57,60,30,74,81,84,80,55,71,80,63,58,90,63,51,26,53,65,59,,31,36,34,12,7,7,8,5,23,Centre-Forward,2090000,summer,Scottish Premiership,2015
190,85,Germany,68,76,Left,2016.0,37,22,71,67,30,42,25,35,58,57,63,65,53,64,53,48,64,67,82,27,67,62,32,39,40,,67,68,66,13,14,6,8,14,21,Centre-Back,1500000,summer,1 Bundesliga,2015
187,83,Italy,75,78,Right,2016.0,77,45,68,75,56,78,73,42,71,74,75,81,68,73,49,73,74,85,75,67,75,76,62,65,56,,72,75,74,14,9,14,13,7,24,Left-Back,3700000,summer,Serie A,2015
178,72,Morocco,68,75,Right,2017.0,63,63,50,61,55,75,74,57,54,72,77,77,77,64,67,74,72,68,58,59,42,25,60,65,69,,29,36,23,10,5,10,11,7,22,Left Winger,1200000,summer,Laliga,2015
179,70,Ghana,68,75,Left,2018.0,75,49,61,66,40,72,47,22,59,70,80,82,65,65,68,55,58,73,71,44,69,58,53,39,41,,68,71,70,11,10,5,10,9,21,Left-Back,26000000,summer,Premier League,2015
182,70,Italy,68,74,Right,2020.0,68,59,61,69,63,66,65,48,67,68,70,73,68,69,68,65,67,75,62,67,74,66,65,61,50,,65,68,66,10,8,7,5,10,23,Right Midfield,4300000,summer,Serie A,2015
187,75,Argentina,69,77,Right,2017.0,53,71,69,64,58,65,43,40,42,72,68,78,81,69,55,66,61,74,75,63,68,37,73,59,65,,24,25,25,6,10,6,8,6,24,Centre-Forward,1000000,summer,Ligue 1,2015
193,86,Benin,68,71,Right,2017.0,36,67,79,56,57,60,45,59,39,66,68,76,57,63,48,74,80,68,82,67,59,30,68,41,60,,25,25,25,5,12,13,7,6,26,Centre-Forward,8500000,summer,Premier League,2015
175,70,Chile,77,82,Right,2015.0,67,78,57,73,80,83,71,67,63,82,82,90,89,78,83,76,78,78,59,77,59,24,81,70,69,,22,35,35,12,12,9,7,9,25,Centre-Forward,6000000,summer,1 Bundesliga,2015
181,82,Serbia,68,70,Left,2016.0,75,50,52,70,57,68,58,54,67,72,76,79,74,75,68,59,66,75,69,53,60,69,54,68,49,,60,66,67,5,12,5,9,14,26,Left-Back,2500000,summer,Jupiler Pro League,2015
185,70,Italy,68,68,Right,2016.0,65,48,65,76,58,61,63,61,72,65,64,69,60,71,55,69,60,79,65,68,77,63,53,71,51,,55,63,61,12,5,9,9,9,29,Defensive Midfield,5500000,summer,Serie A,2015
167,58,England,67,83,Left,2016.0,56,54,45,71,51,74,55,48,61,73,85,71,91,61,90,57,49,53,26,53,37,20,57,66,61,,21,25,25,11,6,7,6,11,18,Right Winger,7200000,summer,Premier League,2015
168,67,Germany,67,78,Right,2015.0,56,61,46,68,57,78,74,58,51,74,85,77,93,64,91,65,75,59,39,58,68,25,64,67,57,,24,25,25,14,10,8,14,14,21,Left Winger,2500000,summer,Eredivisie,2015
183,75,Ghana,67,78,Right,2019.0,58,32,61,68,45,58,43,31,65,55,77,84,71,68,72,58,91,77,86,56,76,63,35,45,31,,57,68,60,12,12,12,7,14,21,Centre-Back,6600000,winter,Premier League,2015
185,82,Denmark,67,77,Right,2017.0,28,26,72,64,29,55,24,27,69,65,54,69,59,59,70,42,73,65,78,45,58,66,32,43,27,,60,70,67,13,14,6,10,15,24,Centre-Back,2500000,winter,Scottish Premiership,2015
182,70,Albania,67,77,Left,2016.0,68,44,59,63,34,65,31,29,61,67,75,77,64,71,64,65,68,78,71,40,73,62,51,40,39,,63,67,67,11,5,13,8,10,21,Right-Back,5000000,summer,Serie A,2015
184,80,Switzerland,67,76,Left,,67,40,50,63,33,61,55,40,48,64,77,79,69,71,73,60,75,84,70,52,62,70,57,62,55,,65,64,66,14,14,15,7,6,23,Centre-Back,3000000,summer,Super League,2015
180,73,Italy,75,79,Right,2017.0,69,75,74,74,74,76,64,60,61,76,79,79,78,76,64,75,70,75,66,65,69,29,81,68,80,,25,25,23,10,5,7,11,5,24,Left Winger,10700000,summer,Premier League,2015
177,72,Norway,67,75,Right,2016.0,66,54,55,62,46,68,64,37,48,65,84,82,80,65,80,60,66,77,55,53,60,70,57,58,40,,67,64,71,12,9,5,10,15,24,Right-Back,2000000,winter,Super Lig,2015
174,60,England,75,81,Left,2015.0,55,62,42,79,58,82,73,47,75,76,79,79,89,71,86,79,72,89,55,74,87,75,62,67,64,,52,74,70,9,8,13,10,5,25,Central Midfield,11500000,summer,Premier League,2015
176,77,Colombia,67,74,Right,2014.0,61,55,56,62,41,67,69,32,57,68,91,91,79,63,68,67,61,77,67,37,32,25,59,62,53,,25,24,23,14,11,15,11,13,22,Right Winger,3200000,winter,Laliga,2015
185,68,Germany,67,73,Left,2015.0,48,67,73,66,61,68,53,52,60,67,74,69,71,65,62,70,80,67,64,52,60,36,70,64,64,,23,27,23,8,10,7,8,10,23,Centre-Forward,2200000,summer,1 Bundesliga,2015
182,75,Iceland,67,72,Right,2015.0,61,54,70,71,63,63,57,21,66,69,72,75,72,69,74,70,81,82,63,61,63,64,72,61,41,,54,63,62,12,5,8,11,9,27,Central Midfield,2000000,summer,Super League,2015
188,85,Germany,65,69,Left,2015.0,39,66,70,57,59,60,50,41,36,66,60,64,54,58,61,72,51,63,81,61,52,25,61,46,60,,25,25,25,14,6,5,15,15,24,Centre-Forward,2000000,summer,1 Bundesliga,2015
190,82,Mali,67,72,Left,2015.0,59,60,56,70,46,68,58,57,67,68,69,70,63,62,51,68,66,79,75,61,80,68,69,71,63,,54,53,53,5,5,9,8,12,26,Central Midfield,2500000,winter,1 Bundesliga,2015
180,74,England,67,70,Right,2017.0,55,69,52,66,56,72,54,66,63,68,73,75,69,54,69,75,59,67,72,68,74,42,68,65,70,,28,27,32,8,11,12,11,10,26,Second Striker,4300000,summer,Premier League,2015
184,76,France,68,74,Left,2015.0,73,53,66,68,25,55,65,65,70,66,67,73,67,63,61,65,71,74,77,61,64,66,56,62,43,,69,66,70,14,8,14,13,9,24,Left-Back,1000000,summer,1 Bundesliga,2015
187,89,Argentina,71,75,Right,2020.0,33,73,75,64,75,67,45,35,56,67,65,65,67,67,63,73,67,70,84,71,60,33,67,54,76,,35,44,39,9,10,5,8,11,24,Centre-Forward,9000000,summer,Ligue 1,2015
179,77,France,64,71,Left,2016.0,63,59,60,62,62,67,61,63,51,67,79,77,80,64,66,64,48,53,41,60,44,41,64,59,55,,25,25,25,13,14,10,11,6,24,Centre-Forward,7000000,summer,Serie A,2015
179,82,Italy,73,76,Right,2017.0,67,39,67,69,31,57,54,45,65,66,73,77,65,73,74,66,66,77,76,52,78,74,40,50,50,,75,76,76,15,14,7,8,7,25,Right-Back,1000000,winter,1 Bundesliga,2015
195,80,Netherlands,67,69,Right,2016.0,57,71,71,63,59,59,43,31,56,66,66,74,59,65,44,63,77,52,81,58,38,32,68,57,62,,28,31,33,11,12,13,15,9,26,Centre-Forward,1500000,summer,Eredivisie,2015
179,70,Turkey,66,82,Right,2018.0,67,59,58,72,54,68,67,48,70,69,73,68,69,65,70,71,71,65,65,65,59,63,64,64,39,,62,66,60,5,13,7,6,14,20,Attacking Midfield,7000000,summer,Super Lig,2015
185,74,Sweden,66,78,Left,2015.0,57,60,43,72,63,69,65,63,70,75,72,68,81,62,72,72,58,68,61,66,57,52,52,71,39,,48,56,54,6,6,6,10,12,20,Central Midfield,1500000,summer,Eredivisie,2015
186,71,Chile,66,77,Right,2020.0,29,22,77,62,24,57,24,23,64,29,54,59,59,47,69,72,84,63,72,26,75,62,28,45,38,,64,69,66,11,11,10,14,10,21,Defensive Midfield,2280000,summer,Serie A,2015
180,65,Norway,66,75,Right,2015.0,67,66,44,47,60,78,63,32,28,74,84,74,82,44,71,65,46,56,57,49,53,41,59,44,30,,44,47,41,13,11,15,8,14,22,Left Winger,1600000,winter,Jupiler Pro League,2015
178,80,Morocco,66,75,Left,2016.0,57,59,47,68,57,74,77,70,54,75,74,76,69,58,70,80,63,54,73,65,74,25,61,52,55,,35,26,27,8,5,6,10,9,21,Attacking Midfield,2500000,winter,Ligue 1,2015
180,79,Belgium,72,75,Right,2018.0,72,73,46,71,76,74,69,73,70,73,85,83,77,69,77,81,82,48,68,78,32,26,68,71,70,,25,21,25,14,6,15,12,15,26,Right Winger,1200000,summer,Super League,2015
