club,name,age,nationality,position,short_pos,market_value,dealing_club,dealing_country,fee,movement,window,league,season,is_loan,loan_status,normalized_name
FC Copenhagen,Federico Santander,24,Paraguay,Centre-Forward,CF,,Guaraní,Paraguay,3100000,in,summer,Superliga,2015,FALSE,,federico santander
Hellas Verona,Federico Viviani,23,Italy,Defensive Midfield,DM,,AS Roma,Italy,4000000,in,summer,Serie A,2015,FALSE,,federico viviani
FK Rostov,Fedor Kudryashov,28,Russia,Centre-Back,CB,,Terek Grozny,Russia,2000000,in,winter,Premier Liga,2015,FALSE,,fedor kudryashov
Inter Milan,Felipe Melo,32,Brazil,Centre-Back,CB,,Galatasaray,Turkey,4200000,in,summer,Serie A,2015,FALSE,,felipe melo
TSG 1899 Hoffenheim,Felipe Pires,20,Brazil,Left Winger,LW,,RB Salzburg,Austria,1000000,in,summer,1 Bundesliga,2015,FALSE,,felipe pires
Hannover 96,Felix Klaus,22,Germany,Right Winger,RW,,SC Freiburg,Germany,3000000,in,summer,1 Bundesliga,2015,FALSE,,felix klaus
Fenerbahce,Fernandão,28,Brazil,Centre-Forward,CF,,Atlético-PR,Brazil,3400000,in,summer,Super Lig,2015,FALSE,,fernandao
UC Sampdoria,Fernando,23,Brazil,Defensive Midfield,DM,2000000,Shakhtar D.,Ukraine,8000000,in,summer,Serie A,2015,FALSE,,fernando
Hellas Verona,Filip Helander,22,Sweden,Centre-Back,CB,2000000,Malmö FF,Sweden,1000000,in,summer,Serie A,2015,FALSE,,filip helander
1.FC Köln,Filip Mladenovic,24,Serbia,Left-Back,LB,,BATE Borisov,Belarus,1500000,in,winter,1 Bundesliga,2015,FALSE,,filip mladenovic
Atlético de Madrid,Filipe Luís,29,Brazil,Left-Back,LB,,Chelsea,England,16000000,in,summer,Laliga,2015,FALSE,,filipe luis
Bologna FC 1909,Filippo Falco,23,Italy,Right Winger,RW,,Lecce,Italy,1200000,in,winter,Serie A,2015,FALSE,,filippo falco
1.FSV Mainz 05,Florian Niederlechner,24,Germany,Centre-Forward,CF,,Heidenheim,Germany,2000000,in,summer,1 Bundesliga,2015,FALSE,,florian niederlechner
Newcastle United,Florian Thauvin,22,France,Right Winger,RW,3500000,Marseille,France,18350000,in,summer,Premier League,2015,FALSE,,florian thauvin
Real Betis Balompié,Francisco Portillo,25,Spain,Right Winger,RW,1000000,Málaga CF,Spain,1000000,in,summer,Laliga,2015,FALSE,,francisco portillo
VfL Wolfsburg,Francisco Rodríguez,19,Switzerland,Attacking Midfield,AM,,FC Zürich,Switzerland,1600000,in,summer,1 Bundesliga,2015,FALSE,,francisco rodriguez
Atalanta BC,Franck Kessié,18,Cote d'Ivoire,Central Midfield,CM,20000000,Stella Club,Cote d'Ivoire,1500000,in,summer,Serie A,2015,FALSE,,franck kessie
Swansea City,Franck Tabanou,26,France,Left-Back,LB,,Saint-Étienne,France,4900000,in,summer,Premier League,2015,FALSE,,franck tabanou
FC Schalke 04,Franco Di Santo,26,Argentina,Centre-Forward,CF,,Werder Bremen,Germany,6000000,in,summer,1 Bundesliga,2015,FALSE,,franco di santo
1.FC Köln,Frederik Sörensen,23,Denmark,Centre-Back,CB,,Juventus,Italy,1780000,in,summer,1 Bundesliga,2015,FALSE,,frederik sorensen
Sevilla FC,Gaël Kakuta,24,DR Congo,Attacking Midfield,AM,1800000,Chelsea,England,6000000,in,summer,Laliga,2015,FALSE,,gael kakuta
1.FSV Mainz 05,Gaëtan Bussmann,24,France,Left-Back,LB,,FC Metz,France,1000000,in,summer,1 Bundesliga,2015,FALSE,,gaetan bussmann
Granada CF,Gaspar Iñíguez,21,Argentina,Central Midfield,CM,,Argentinos Jrs.,Argentina,1200000,in,summer,Laliga,2015,FALSE,,gaspar iniguez
Udinese Calcio,Gaspar Iñíguez,21,Argentina,Central Midfield,CM,,Granada CF,Spain,1200000,in,winter,Serie A,2015,FALSE,,gaspar iniguez
PSV Eindhoven,Gastón Pereiro,20,Uruguay,Attacking Midfield,AM,1500000,Nacional,Uruguay,7000000,in,summer,Eredivisie,2015,FALSE,,gaston pereiro
Inter Milan,Geoffrey Kondogbia,22,Central African Republic,Defensive Midfield,DM,14000000,Monaco,France,36000000,in,summer,Serie A,2015,FALSE,,geoffrey kondogbia
FC Sion,Geoffrey Mujangi Bia,26,Belgium,Right Winger,RW,,Standard Liège,Belgium,1200000,in,summer,Super League,2015,FALSE,,geoffrey mujangi bia
Olympique Marseille,Georges-Kevin N'Koudou,20,Cameroon,Left Winger,LW,3300000,FC Nantes,France,1500000,in,summer,Ligue 1,2015,FALSE,,georges-kevin n'koudou
Newcastle United,Georginio Wijnaldum,24,Netherlands,Central Midfield,CM,6000000,PSV Eindhoven,Netherlands,20000000,in,summer,Premier League,2015,FALSE,,georginio wijnaldum
Everton FC,Gerard Deulofeu,21,Spain,Centre-Forward,CF,10000000,Barcelona,Spain,6000000,in,summer,Premier League,2015,FALSE,,gerard deulofeu
RCD Espanyol Barcelona,Gerard Moreno,23,Spain,Centre-Forward,CF,15000000,Villarreal,Spain,1500000,in,summer,Laliga,2015,FALSE,,gerard moreno
Real Betis Balompié,Germán Pezzella,24,Argentina,Centre-Back,CB,5000000,River Plate,Argentina,2250000,in,summer,Laliga,2015,FALSE,,german pezzella
FC Porto,Giannelli Imbula,22,DR Congo,Defensive Midfield,DM,,Marseille,France,20000000,in,summer,Liga Portugal,2015,FALSE,,giannelli imbula
Stoke City,Giannelli Imbula,23,DR Congo,Defensive Midfield,DM,,FC Porto,Portugal,24250000,in,winter,Premier League,2015,FALSE,,giannelli imbula
AS Monaco,Gil Dias,18,Portugal,Left Midfield,LM,1500000,Braga B,Portugal,5000000,in,summer,Ligue 1,2015,FALSE,,gil dias
ACF Fiorentina,Gilberto,22,Brazil,Right-Back,RB,4000000,Botafogo,Brazil,2000000,in,summer,Serie A,2015,FALSE,,gilberto
Stade Rennais FC,Giovanni Sio,26,Cote d'Ivoire,Centre-Forward,CF,,FC Basel,Switzerland,2000000,in,summer,Ligue 1,2015,FALSE,,giovanni sio
1.FSV Mainz 05,Giulio Donati,25,Italy,Right-Back,RB,,B. Leverkusen,Germany,1000000,in,winter,1 Bundesliga,2015,FALSE,,giulio donati
AFC Bournemouth,Glenn Murray,31,England,Centre-Forward,CF,,Crystal Palace,England,5400000,in,summer,Premier League,2015,FALSE,,glenn murray
PAOK Thessaloniki,Gojko Cimirot,22,Bosnia Herzegovina,Defensive Midfield,DM,1500000,FK Sarajevo,Bosnia Herzegovina,1680000,in,summer,Super League 1,2015,FALSE,,gojko cimirot
Leicester City,Gökhan İnler,31,Switzerland,Defensive Midfield,DM,,SSC Napoli,Italy,7000000,in,summer,Premier League,2015,FALSE,,gokhan inler
Borussia Dortmund,Gonzalo Castro,28,Germany,Central Midfield,CM,,B. Leverkusen,Germany,11000000,in,summer,1 Bundesliga,2015,FALSE,,gonzalo castro
SD Eibar,Gonzalo Escalante,22,Argentina,Central Midfield,CM,2000000,Catania,Italy,1000000,in,winter,Laliga,2015,FALSE,,gonzalo escalante
Norwich City,Graham Dorrans,28,Scotland,Central Midfield,CM,,West Brom,England,4100000,in,summer,Premier League,2015,FALSE,,graham dorrans
US Sassuolo,Grégoire Defrel,24,France,Centre-Forward,CF,1500000,Cesena,Italy,7000000,in,summer,Serie A,2015,FALSE,,gregoire defrel
AS Monaco,Guido Carrillo,24,Argentina,Centre-Forward,CF,,Estudiantes LP,Argentina,9000000,in,summer,Ligue 1,2015,FALSE,,guido carrillo
FC Nantes,Guillaume Gillet,31,Belgium,Defensive Midfield,DM,,RSC Anderlecht,Belgium,2000000,in,winter,Ligue 1,2015,FALSE,,guillaume gillet
Rubin Kazan,Guillermo Cotugno,20,Uruguay,Right-Back,RB,,Danubio FC,Uruguay,1000000,in,summer,Premier Liga,2015,FALSE,,guillermo cotugno
KAA Gent,Gustav Wikheim,22,Norway,Left Winger,LW,1000000,Strømsgodset,Norway,1600000,in,winter,Jupiler Pro League,2015,FALSE,,gustav wikheim
Club Brugge KV,Hans Vanaken,22,Belgium,Attacking Midfield,AM,10000000,KSC Lokeren,Belgium,4250000,in,summer,Jupiler Pro League,2015,FALSE,,hans vanaken
KAA Gent,Hatem Elhamed,24,Israel,Centre-Back,CB,,FC Ashdod,Israel,1000000,in,summer,Jupiler Pro League,2015,FALSE,,hatem elhamed
PSV Eindhoven,Héctor Moreno,27,Mexico,Centre-Back,CB,1000000,Espanyol,Spain,3500000,in,summer,Eredivisie,2015,FALSE,,hector moreno
Newcastle United,Henri Saivet,25,Senegal,Attacking Midfield,AM,,G. Bordeaux,France,6000000,in,winter,Premier League,2015,FALSE,,henri saivet
RCD Espanyol Barcelona,Hernán Pérez,26,Paraguay,Right Winger,RW,,Villarreal,Spain,1300000,in,summer,Laliga,2015,FALSE,,hernan perez
Juventus FC,Hernanes,30,Brazil,Attacking Midfield,AM,,Inter,Italy,13000000,in,summer,Serie A,2015,FALSE,,hernanes
Tottenham Hotspur,Heung-min Son,23,"Korea, South",Centre-Forward,CF,50000000,B. Leverkusen,Germany,30000000,in,summer,Premier League,2015,FALSE,,heung-min son
Hannover 96,Hotaru Yamaguchi,25,Japan,Defensive Midfield,DM,,Cerezo Osaka,Japan,1000000,in,winter,1 Bundesliga,2015,FALSE,,hotaru yamaguchi
FC Porto,Hyun-jun Suk,24,"Korea, South",Centre-Forward,CF,,Vitória Setúbal,Portugal,1500000,in,winter,Liga Portugal,2015,FALSE,,hyun-jun suk
Celta de Vigo,Iago Aspas,27,Spain,Centre-Forward,CF,5000000,Sevilla FC,Spain,5300000,in,summer,Laliga,2015,FALSE,,iago aspas
Sevilla FC,Iago Aspas,27,Spain,Centre-Forward,CF,5000000,Liverpool,England,6000000,in,summer,Laliga,2015,FALSE,,iago aspas
AS Roma,Iago Falque,26,Spain,Right Winger,RW,,Genoa,Italy,7000000,in,winter,Serie A,2015,FALSE,,iago falque
LOSC Lille,Ibrahim Amadou,22,France,Defensive Midfield,DM,1500000,AS Nancy,France,2000000,in,summer,Ligue 1,2015,FALSE,,ibrahim amadou
Bologna FC 1909,Ibrahima Mbaye,20,Senegal,Right-Back,RB,,Inter,Italy,3500000,in,summer,Serie A,2015,FALSE,,ibrahima mbaye
Aston Villa,Idrissa Gueye,25,Senegal,Central Midfield,CM,5000000,LOSC Lille,France,9000000,in,summer,Premier League,2015,FALSE,,idrissa gueye
VfL Wolfsburg,Ismail Azzaoui,17,Belgium,Right Winger,RW,,Tottenham U21,England,1000000,in,summer,1 Bundesliga,2015,FALSE,,ismail azzaoui
AS Roma,Ismail H'Maidat,20,Morocco,Central Midfield,CM,,Brescia,Italy,3150000,in,winter,Serie A,2015,FALSE,,ismail h'maidat
Atalanta BC,Isnik Alimi,21,North Macedonia,Central Midfield,CM,,Chievo Verona,Italy,1200000,in,summer,Serie A,2015,FALSE,,isnik alimi
AS Monaco,Ivan Cavaleiro,21,Angola,Left Winger,LW,2500000,Benfica,Portugal,15000000,in,summer,Ligue 1,2015,FALSE,,ivan cavaleiro
RSC Anderlecht,Ivan Obradovic,26,Serbia,Left-Back,LB,,KV Mechelen,Belgium,2500000,in,summer,Jupiler Pro League,2015,FALSE,,ivan obradovic
Inter Milan,Ivan Perisic,26,Croatia,Left Midfield,LM,4000000,VfL Wolfsburg,Germany,19000000,in,summer,Serie A,2015,FALSE,,ivan perisic
Udinese Calcio,Iván Piris,26,Paraguay,Right-Back,RB,,Maldonado,Uruguay,3500000,in,summer,Serie A,2015,FALSE,,ivan piris
Standard Liège,Ivan Santini,26,Croatia,Centre-Forward,CF,,KV Kortrijk,Belgium,1600000,in,summer,Jupiler Pro League,2015,FALSE,,ivan santini
Dnipro Dnipropetrovsk (-2020),Ivan Tomecak,25,Croatia,Right-Back,RB,,HNK Rijeka,Croatia,1000000,in,summer,Premier Liga Ukr,2015,FALSE,,ivan tomecak
SS Lazio,Ivan Vargic,28,Croatia,Goalkeeper,GK,,HNK Rijeka,Croatia,2600000,in,winter,Serie A,2015,FALSE,,ivan vargic
Spartak Moscow,Ivelin Popov,27,Bulgaria,Attacking Midfield,AM,,Kuban Krasnodar,Russia,6000000,in,summer,Premier Liga,2015,FALSE,,ivelin popov
Hannover 96,Iver Fossum,19,Norway,Central Midfield,CM,1500000,Strømsgodset,Norway,2000000,in,winter,1 Bundesliga,2015,FALSE,,iver fossum
Norwich City,Ivo Pinto,26,Portugal,Right-Back,RB,,Dinamo Zagreb,Croatia,3700000,in,winter,Premier League,2015,FALSE,,ivo pinto
Stade Reims,Jaba Kankava,29,Georgia,Defensive Midfield,DM,,Dnipro,Ukraine,1500000,in,summer,Ligue 1,2015,FALSE,,jaba kankava
FC Augsburg,Ja-cheol Koo,26,"Korea, South",Central Midfield,CM,,1.FSV Mainz 05,Germany,5000000,in,summer,1 Bundesliga,2015,FALSE,,ja-cheol koo
Atlético de Madrid,Jackson Martínez,28,Colombia,Centre-Forward,CF,,FC Porto,Portugal,35000000,in,summer,Laliga,2015,FALSE,,jackson martinez
ACF Fiorentina,Jaime Báez,20,Uruguay,Left Winger,LW,1200000,Juventud,Uruguay,2300000,in,summer,Serie A,2015,FALSE,,jaime baez
West Bromwich Albion,James Chester,26,Wales,Centre-Back,CB,,Hull City,England,11300000,in,summer,Premier League,2015,FALSE,,james chester
Norwich City,James Maddison,19,England,Attacking Midfield,AM,70000000,Coventry,England,2650000,in,winter,Premier League,2015,FALSE,,james maddison
West Bromwich Albion,James McClean,26,Ireland,Left Midfield,LM,,Wigan,England,2100000,in,summer,Premier League,2015,FALSE,,james mcclean
Sunderland AFC,Jan Kirchhoff,25,Germany,Centre-Back,CB,,Bayern Munich,Germany,1000000,in,winter,Premier League,2015,FALSE,,jan kirchhoff
VfB Stuttgart,Jan Kliment,21,Czech Republic,Centre-Forward,CF,,Jihlava,Czech Republic,1500000,in,summer,1 Bundesliga,2015,FALSE,,jan kliment
Atalanta BC,Jasmin Kurtic,26,Slovenia,Central Midfield,CM,,Sassuolo,Italy,3200000,in,summer,Serie A,2015,FALSE,,jasmin kurtic
OGC Nice,Jean Michaël Seri,23,Cote d'Ivoire,Defensive Midfield,DM,1500000,Paços Ferreira,Portugal,1000000,in,summer,Ligue 1,2015,FALSE,,jean michael seri
FC Basel 1893,Jean-Paul Boëtius,21,Netherlands,Attacking Midfield,AM,1200000,Feyenoord,Netherlands,2000000,in,summer,Super League,2015,FALSE,,jean-paul boetius
SM Caen,Jeff Louis,22,Haiti,Attacking Midfield,AM,,Standard Liège,Belgium,2000000,in,summer,Ligue 1,2015,FALSE,,jeff louis
FC Augsburg,Jeffrey Gouweleeuw,24,Netherlands,Centre-Back,CB,3000000,AZ Alkmaar,Netherlands,3000000,in,winter,1 Bundesliga,2015,FALSE,,jeffrey gouweleeuw
Inter Milan,Jeison Murillo,23,Colombia,Centre-Back,CB,,Granada CF,Spain,8000000,in,summer,Serie A,2015,FALSE,,jeison murillo
Club Brugge KV,Jelle Vossen,26,Belgium,Centre-Forward,CF,,Burnley,England,3300000,in,summer,Jupiler Pro League,2015,FALSE,,jelle vossen
AS Monaco,Jemerson,23,Brazil,Centre-Back,CB,1700000,Atlético-MG,Brazil,11000000,in,winter,Ligue 1,2015,FALSE,,jemerson
Sunderland AFC,Jeremain Lens,27,Netherlands,Right Winger,RW,,Dynamo Kyiv,Ukraine,11400000,in,summer,Premier League,2015,FALSE,,jeremain lens
Sivasspor,Jerónimo Barrales,28,Argentina,Centre-Forward,CF,,Asteras Tripoli,Greece,1500000,in,summer,Super Lig,2015,FALSE,,jeronimo barrales
FC Groningen,Jesper Drost,22,Netherlands,Attacking Midfield,AM,,PEC Zwolle,Netherlands,1450000,in,summer,Eredivisie,2015,FALSE,,jesper drost
FC Porto,Jesús Corona,22,Mexico,Right Winger,RW,7000000,Twente FC,Netherlands,10500000,in,summer,Liga Portugal,2015,FALSE,,jesus corona
Real Madrid,Jesús Vallejo,18,Spain,Centre-Back,CB,2000000,Real Zaragoza,Spain,5000000,in,summer,Laliga,2015,FALSE,,jesus vallejo
FC Lorient,Jimmy Cabot,21,France,Right Midfield,RM,3500000,Troyes,France,1800000,in,winter,Ligue 1,2015,FALSE,,jimmy cabot
Valencia CF,João Cancelo,21,Portugal,Right-Back,RB,50000000,Benfica,Portugal,15000000,in,summer,Laliga,2015,FALSE,,joao cancelo
Real Betis Balompié,Joaquín,34,Spain,Right Winger,RW,,Fiorentina,Italy,1500000,in,summer,Laliga,2015,FALSE,,joaquin
Liverpool FC,Joe Gomez,18,England,Centre-Back,CB,22000000,Charlton,England,4900000,in,summer,Premier League,2015,FALSE,,joe gomez
Torino FC,Joel Obi,24,Nigeria,Central Midfield,CM,,Inter,Italy,2200000,in,summer,Serie A,2015,FALSE,,joel obi
TSG 1899 Hoffenheim,Joelinton,18,Brazil,Central Midfield,CM,42000000,Sport Recife,Brazil,2200000,in,summer,1 Bundesliga,2015,FALSE,,joelinton
FC Schalke 04,Johannes Geis,21,Germany,Defensive Midfield,DM,,1.FSV Mainz 05,Germany,10500000,in,summer,1 Bundesliga,2015,FALSE,,johannes geis
Aston Villa,Joleon Lescott,33,England,Centre-Back,CB,,West Brom,England,1400000,in,summer,Premier League,2015,FALSE,,joleon lescott
Borussia Mönchengladbach,Jonas Hofmann,23,Germany,Right Winger,RW,13000000,Bor. Dortmund,Germany,8000000,in,winter,1 Bundesliga,2015,FALSE,,jonas hofmann
TSG 1899 Hoffenheim,Jonathan Schmid,25,France,Right Midfield,RM,,SC Freiburg,Germany,3500000,in,summer,1 Bundesliga,2015,FALSE,,jonathan schmid
Bayer 04 Leverkusen,Jonathan Tah,19,Germany,Centre-Back,CB,20000000,Hamburger SV,Germany,7500000,in,summer,1 Bundesliga,2015,FALSE,,jonathan tah
UD Las Palmas,Jonathan Viera,25,Spain,Attacking Midfield,AM,1500000,Standard Liège,Belgium,2900000,in,summer,Laliga,2015,FALSE,,jonathan viera
Real Sociedad,Jonathas,26,Brazil,Centre-Forward,CF,,Elche CF,Spain,7200000,in,summer,Laliga,2015,FALSE,,jonathas
Newcastle United,Jonjo Shelvey,23,England,Central Midfield,CM,3700000,Swansea,England,16000000,in,winter,Premier League,2015,FALSE,,jonjo shelvey
West Bromwich Albion,Jonny Evans,27,Northern Ireland,Centre-Back,CB,2000000,Man Utd,England,8300000,in,summer,Premier League,2015,FALSE,,jonny evans
Aston Villa,Jordan Amavi,21,France,Left-Back,LB,2000000,OGC Nice,France,11000000,in,summer,Premier League,2015,FALSE,,jordan amavi
Aston Villa,Jordan Ayew,23,Ghana,Centre-Forward,CF,5000000,FC Lorient,France,12000000,in,summer,Premier League,2015,FALSE,,jordan ayew
Aston Villa,Jordan Veretout,22,France,Central Midfield,CM,16000000,FC Nantes,France,10000000,in,summer,Premier League,2015,FALSE,,jordan veretout
Southampton FC,Jordy Clasie,24,Netherlands,Defensive Midfield,DM,3000000,Feyenoord,Netherlands,15000000,in,summer,Premier League,2015,FALSE,,jordy clasie
Watford FC,Jose Cholevas,31,Greece,Left-Back,LB,,AS Roma,Italy,2500000,in,summer,Premier League,2015,FALSE,,jose cholevas
Watford FC,José Manuel Jurado,29,Spain,Attacking Midfield,AM,,Spartak Moscow,Russia,8600000,in,summer,Premier League,2015,FALSE,,jose manuel jurado
FC Porto,José Sá,23,Portugal,Goalkeeper,GK,18000000,Marítimo,Portugal,1200000,in,winter,Liga Portugal,2015,FALSE,,jose sa
Besiktas JK,José Sosa,30,Argentina,Central Midfield,CM,,Metalist,Ukraine,2000000,in,summer,Super Lig,2015,FALSE,,jose sosa
Stoke City,Joselu,25,Spain,Centre-Forward,CF,6000000,Hannover 96,Germany,8000000,in,summer,Premier League,2015,FALSE,,joselu
Bayern Munich,Joshua Kimmich,20,Germany,Defensive Midfield,DM,75000000,VfB Stuttgart,Germany,8500000,in,summer,1 Bundesliga,2015,FALSE,,joshua kimmich
VfB Stuttgart,Joshua Kimmich,20,Germany,Defensive Midfield,DM,75000000,RB Leipzig,Germany,1500000,in,summer,1 Bundesliga,2015,FALSE,,joshua kimmich
Borussia Mönchengladbach,Josip Drmic,22,Switzerland,Centre-Forward,CF,2000000,B. Leverkusen,Germany,10000000,in,summer,1 Bundesliga,2015,FALSE,,josip drmic
Celtic FC,Jozo Simunovic,21,Croatia,Centre-Back,CB,,Dinamo Zagreb,Croatia,7500000,in,summer,Scottish Premiership,2015,FALSE,,jozo simunovic
Southampton FC,Juanmi,22,Spain,Left Winger,LW,10000000,Málaga CF,Spain,7000000,in,summer,Premier League,2015,FALSE,,juanmi
Borussia Dortmund,Ju-ho Park,28,"Korea, South",Left-Back,LB,,1.FSV Mainz 05,Germany,3000000,in,summer,1 Bundesliga,2015,FALSE,,ju-ho park
VfL Wolfsburg,Julian Draxler,21,Germany,Left Winger,LW,5000000,FC Schalke 04,Germany,43000000,in,summer,1 Bundesliga,2015,FALSE,,julian draxler
Borussia Dortmund,Julian Weigl,19,Germany,Defensive Midfield,DM,10000000,1860 Munich,Germany,2500000,in,summer,1 Bundesliga,2015,FALSE,,julian weigl
FC Schalke 04,Júnior Caiçara,26,Brazil,Right-Back,RB,,Ludogorets,Bulgaria,4500000,in,summer,1 Bundesliga,2015,FALSE,,junior caicara
LOSC Lille,Junior Tallo,22,Cote d'Ivoire,Centre-Forward,CF,,AS Roma,Italy,1000000,in,summer,Ligue 1,2015,FALSE,,junior tallo
AC Milan,Juraj Kucka,28,Slovakia,Central Midfield,CM,1200000,Genoa,Italy,4000000,in,summer,Serie A,2015,FALSE,,juraj kucka
RSC Anderlecht,Kara Mbodj,25,Senegal,Centre-Back,CB,,KRC Genk,Belgium,3000000,in,summer,Jupiler Pro League,2015,FALSE,,kara mbodj
Olympique Marseille,Karim Rekik,20,Netherlands,Centre-Back,CB,4000000,Man City,England,5000000,in,summer,Ligue 1,2015,FALSE,,karim rekik
FC Copenhagen,Kasper Kusk,23,Denmark,Right Winger,RW,,Twente FC,Netherlands,1000000,in,summer,Superliga,2015,FALSE,,kasper kusk
Chelsea FC,Kenedy,19,Brazil,Left Winger,LW,1500000,Fluminense,Brazil,8000000,in,summer,Premier League,2015,FALSE,,kenedy
Manchester City,Kevin De Bruyne,24,Belgium,Attacking Midfield,AM,70000000,VfL Wolfsburg,Germany,76000000,in,summer,Premier League,2015,FALSE,,kevin de bruyne
VfB Stuttgart,Kevin Großkreutz,27,Germany,Right-Back,RB,,Galatasaray,Turkey,2170000,in,winter,1 Bundesliga,2015,FALSE,,kevin grosskreutz
Galatasaray,Kevin Großkreutz,27,Germany,Right-Back,RB,,Bor. Dortmund,Germany,1500000,in,summer,Super Lig,2015,FALSE,,kevin grosskreutz
Bayer 04 Leverkusen,Kevin Kampl,24,Slovenia,Central Midfield,CM,3500000,Bor. Dortmund,Germany,11000000,in,summer,1 Bundesliga,2015,FALSE,,kevin kampl
AS Saint-Étienne,Kévin Théophile-Catherine,25,Martinique,Centre-Back,CB,,Cardiff,England,2000000,in,summer,Ligue 1,2015,FALSE,,kevin theophile-catherine
Paris Saint-Germain,Kevin Trapp,25,Germany,Goalkeeper,GK,8500000,E. Frankfurt,Germany,9500000,in,summer,Ligue 1,2015,FALSE,,kevin trapp
Tottenham Hotspur,Kevin Wimmer,22,Austria,Centre-Back,CB,,1.FC Köln,Germany,6000000,in,summer,Premier League,2015,FALSE,,kevin wimmer
FC Midtjylland,Kian Hansen,26,Denmark,Centre-Back,CB,,FC Nantes,France,1500000,in,summer,Superliga,2015,FALSE,,kian hansen
Tottenham Hotspur,Kieran Trippier,24,England,Right-Back,RB,11000000,Burnley,England,4900000,in,summer,Premier League,2015,FALSE,,kieran trippier
SD Eibar,Kike García,26,Spain,Centre-Forward,CF,1800000,Middlesbrough,England,2000000,in,winter,Laliga,2015,FALSE,,kike garcia
Real Madrid,Kiko Casilla,28,Spain,Goalkeeper,GK,,Espanyol,Spain,6000000,in,summer,Laliga,2015,FALSE,,kiko casilla
FC Nantes,Kolbeinn Sigthórsson,25,Iceland,Centre-Forward,CF,,Ajax,Netherlands,3000000,in,summer,Ligue 1,2015,FALSE,,kolbeinn sigthorsson
FC Augsburg,Konstantinos Stafylidis,21,Greece,Left-Back,LB,1000000,B. Leverkusen,Germany,2500000,in,summer,1 Bundesliga,2015,FALSE,,konstantinos stafylidis
Bayer 04 Leverkusen,Kyriakos Papadopoulos,23,Greece,Centre-Back,CB,,FC Schalke 04,Germany,6500000,in,summer,1 Bundesliga,2015,FALSE,,kyriakos papadopoulos
Sunderland AFC,Lamine Koné,26,Cote d'Ivoire,Centre-Back,CB,,FC Lorient,France,6500000,in,winter,Premier League,2015,FALSE,,lamine kone
Borussia Mönchengladbach,Lars Stindl,26,Germany,Attacking Midfield,AM,1000000,Hannover 96,Germany,3000000,in,summer,1 Bundesliga,2015,FALSE,,lars stindl
Paris Saint-Germain,Layvin Kurzawa,22,France,Left-Back,LB,3000000,Monaco,France,25000000,in,summer,Ligue 1,2015,FALSE,,layvin kurzawa
AS Roma,Leandro Paredes,21,Argentina,Defensive Midfield,DM,9000000,Boca Juniors,Argentina,6000000,in,summer,Serie A,2015,FALSE,,leandro paredes
Club Brugge KV,Leandro Pereira,24,Brazil,Centre-Forward,CF,,Palmeiras,Brazil,3500000,in,summer,Jupiler Pro League,2015,FALSE,,leandro pereira
AFC Bournemouth,Lee Tomlin,26,England,Second Striker,SS,,Middlesbrough,England,4300000,in,summer,Premier League,2015,FALSE,,lee tomlin
LOSC Lille,Lenny Nangis,21,Guadeloupe,Left Winger,LW,,SM Caen,France,1000000,in,summer,Ligue 1,2015,FALSE,,lenny nangis
KRC Genk,Leon Bailey,18,Jamaica,Left Winger,LW,28000000,AS Trencin U19,Slovakia,1400000,in,summer,Jupiler Pro League,2015,FALSE,,leon bailey
1.FC Köln,Leonardo Bittencourt,21,Germany,Attacking Midfield,AM,2800000,Hannover 96,Germany,2500000,in,summer,1 Bundesliga,2015,FALSE,,leonardo bittencourt
Genoa CFC,Leonardo Pavoletti,26,Italy,Centre-Forward,CF,1000000,Sassuolo,Italy,3000000,in,summer,Serie A,2015,FALSE,,leonardo pavoletti
AFC Bournemouth,Lewis Grabban,27,Jamaica,Centre-Forward,CF,,Norwich,England,9350000,in,winter,Premier League,2015,FALSE,,lewis grabban
Hamburger SV,Lewis Holtby,24,Germany,Central Midfield,CM,,Tottenham,England,6500000,in,summer,1 Bundesliga,2015,FALSE,,lewis holtby
Galatasaray,Lionel Carole,24,France,Left-Back,LB,1000000,Troyes,France,1500000,in,summer,Super Lig,2015,FALSE,,lionel carole
Spartak Moscow,Lorenzo Melgarejo,25,Paraguay,Left Winger,LW,1500000,Kuban Krasnodar,Russia,4500000,in,winter,Premier Liga,2015,FALSE,,lorenzo melgarejo
US Sassuolo,Lorenzo Pellegrini,19,Italy,Attacking Midfield,AM,30000000,Roma U19,Italy,1250000,in,summer,Serie A,2015,FALSE,,lorenzo pellegrini
BSC Young Boys,Loris Benito,23,Switzerland,Centre-Back,CB,,Benfica,Portugal,3000000,in,summer,Super League,2015,FALSE,,loris benito
Eintracht Frankfurt,Luc Castaignos,22,Netherlands,Centre-Forward,CF,,Twente FC,Netherlands,2500000,in,summer,1 Bundesliga,2015,FALSE,,luc castaignos
AC Milan,Luca Antonelli,28,Italy,Left-Back,LB,,Genoa,Italy,4500000,in,summer,Serie A,2015,FALSE,,luca antonelli
US Sassuolo,Luca Mazzitelli,20,Italy,Defensive Midfield,DM,3500000,AS Roma,Italy,3500000,in,winter,Serie A,2015,FALSE,,luca mazzitelli
Bologna FC 1909,Luca Rossettini,30,Italy,Centre-Back,CB,,Cagliari Calcio,Italy,2500000,in,summer,Serie A,2015,FALSE,,luca rossettini
