sofifa_id,player_url,short_name,long_name,age_x,dob,height_cm,weight_kg,nationality_x,club_name,league_name,league_rank,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,real_face,release_clause_eur,player_tags,team_position,team_jersey_number,loaned_from,joined,contract_valid_until,nation_position,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,club,name,age_y,nationality_y,position,short_pos,market_value,dealing_club,dealing_country,fee,movement,window,league,season,is_loan,loan_status
198175,https://sofifa.com/player/198175/luc-castaignos/150002,L. Castaignos,Luc Castaignos,21,1992-09-27,184,78,Netherlands,FC Twente,Holland Eredivisie,1.0,73,80,2400000,45000,ST,Right,2,2,3,High/Medium,Normal,No,,,ST,30.0,,2012-07-01,2016.0,,,81.0,73.0,66.0,69.0,30.0,73.0,,,,,,,Beat Offside Trap,59,73,62,73,69,72,64,48,64,66,78,84,74,68,51,80,80,75,74,70,65,35,80,67,61,,25,23,25,15,12,14,13,9,Eintracht Frankfurt,Luc Castaignos,22,Netherlands,Centre-Forward,CF,,Twente FC,Netherlands,2500000.0,in,summer,Ger Bundesliga,2015,False,
199776,https://sofifa.com/player/199776/luca-caldirola/150002,L. Caldirola,Luca Caldirola,23,1991-02-01,189,79,Italy,SV Werder Bremen,German 1. Bundesliga,1.0,73,80,2100000,35000,"CB, LB",Left,1,3,2,Medium/High,Lean,No,,,LCB,3.0,,2013-07-02,2017.0,,,71.0,39.0,63.0,63.0,74.0,74.0,,,,,,,"Dives Into Tackles (AI), Power Header",59,26,73,72,40,59,50,52,67,68,68,74,67,72,55,62,80,69,77,46,69,75,39,56,42,,73,76,72,8,9,9,5,11,SV Darmstadt 98,Luca Caldirola,24,Italy,Centre-Back,CB,1500000.0,Werder Bremen,Germany,1500000.0,in,summer,Ger Bundesliga,2015,True,loan with fee
206225,https://sofifa.com/player/206225/denis-cheryshev/150002,D. Cheryshev,Denis Cheryshev,23,1990-12-26,178,75,Russia,Villarreal CF,Spain Primera Division,1.0,73,80,2400000,35000,"LW, LM",Left,1,3,3,High/High,Lean,No,,,LM,17.0,Real Madrid,,2015.0,LM,18.0,77.0,66.0,72.0,73.0,53.0,67.0,,,,,,,Speed Dribbler (AI),71,68,58,74,61,71,61,60,72,76,78,77,78,68,70,61,69,75,65,69,60,59,71,73,61,,51,51,51,15,6,13,6,7,Real Madrid,Denis Cheryshev,24,Russia,Left Winger,LW,1000000.0,Villarreal,Spain,1000000.0,in,summer,Laliga,2015,True,end of loan
206225,https://sofifa.com/player/206225/denis-cheryshev/150002,D. Cheryshev,Denis Cheryshev,23,1990-12-26,178,75,Russia,Villarreal CF,Spain Primera Division,1.0,73,80,2400000,35000,"LW, LM",Left,1,3,3,High/High,Lean,No,,,LM,17.0,Real Madrid,,2015.0,LM,18.0,77.0,66.0,72.0,73.0,53.0,67.0,,,,,,,Speed Dribbler (AI),71,68,58,74,61,71,61,60,72,76,78,77,78,68,70,61,69,75,65,69,60,59,71,73,61,,51,51,51,15,6,13,6,7,Valencia CF,Denis Cheryshev,25,Russia,Left Winger,LW,1000000.0,Real Madrid,Spain,1000000.0,in,winter,Laliga,2015,True,free loan
199005,https://sofifa.com/player/199005/mathew-ryan/150002,M. Ryan,Mathew Ryan,22,1992-04-08,182,84,Australia,Club Brugge KV,Belgian Jupiler Pro League,1.0,73,79,1900000,50000,GK,Right,1,4,1,Medium/Medium,Stocky,No,,,GK,1.0,,2013-07-01,2016.0,GK,1.0,,,,,,,74.0,73.0,71.0,74.0,60.0,72.0,GK Long Throw,25,25,25,39,25,25,25,25,44,33,62,58,62,77,60,25,80,36,84,25,42,25,25,25,38,,25,25,25,74,73,71,72,74,Valencia CF,Mathew Ryan,23,Australia,Goalkeeper,GK,4000000.0,Club Brugge,Belgium,7000000.0,in,summer,Laliga,2015,False,
197756,https://sofifa.com/player/197756/jordan-ayew/150002,J. Ayew,Jordan Ayew,22,1991-09-11,182,80,Ghana,FC Lorient,French Ligue 1,1.0,73,78,2400000,35000,"ST, LM",Right,2,3,3,Medium/Medium,Normal,Yes,,,LS,11.0,,2014-07-28,2018.0,,,78.0,73.0,70.0,76.0,29.0,70.0,,,,,,,"Flair, Speed Dribbler (AI)",69,72,76,75,73,76,73,70,59,75,77,78,81,76,70,75,62,64,73,74,74,32,64,70,73,,22,21,24,5,7,6,15,7,Aston Villa,Jordan Ayew,23,Ghana,Centre-Forward,CF,5000000.0,FC Lorient,France,12000000.0,in,summer,Premier League,2015,False,
210324,https://sofifa.com/player/210324/jonas-hofmann/150002,J. Hofmann,Jonas Hofmann,21,1992-07-14,176,67,Germany,1. FSV Mainz 05,German 1. Bundesliga,1.0,73,78,2100000,30000,"RM, LM",Right,1,3,3,Medium/Medium,Lean,No,,,LM,31.0,Borussia Dortmund,,2015.0,,,80.0,62.0,69.0,77.0,31.0,55.0,,,,,,,"Long Throw-in, Technical Dribbler (AI)",70,62,39,75,60,76,68,48,58,75,81,79,83,72,83,65,61,73,51,59,42,40,68,72,49,,30,24,25,5,5,9,9,9,Borussia Dortmund,Jonas Hofmann,22,Germany,Right Winger,RW,13000000.0,1.FSV Mainz 05,Germany,13000000.0,in,summer,Ger Bundesliga,2015,True,end of loan
210324,https://sofifa.com/player/210324/jonas-hofmann/150002,J. Hofmann,Jonas Hofmann,21,1992-07-14,176,67,Germany,1. FSV Mainz 05,German 1. Bundesliga,1.0,73,78,2100000,30000,"RM, LM",Right,1,3,3,Medium/Medium,Lean,No,,,LM,31.0,Borussia Dortmund,,2015.0,,,80.0,62.0,69.0,77.0,31.0,55.0,,,,,,,"Long Throw-in, Technical Dribbler (AI)",70,62,39,75,60,76,68,48,58,75,81,79,83,72,83,65,61,73,51,59,42,40,68,72,49,,30,24,25,5,5,9,9,9,Borussia Mönchengladbach,Jonas Hofmann,23,Germany,Right Winger,RW,13000000.0,Bor. Dortmund,Germany,8000000.0,in,winter,Ger Bundesliga,2015,False,
193198,https://sofifa.com/player/193198/nemanja-gudelj/150002,N. Gudelj,Nemanja Gudelj,22,1991-11-16,184,73,Serbia,AZ Alkmaar,Holland Eredivisie,1.0,73,77,2100000,30000,CM,Right,1,3,2,High/High,Normal,No,,#Engine,RCM,8.0,,2013-07-01,2017.0,,,67.0,65.0,69.0,68.0,68.0,80.0,,,,,,,,68,59,74,74,58,66,64,42,72,72,65,69,64,76,66,78,80,91,75,67,79,74,70,69,62,,59,72,69,7,10,7,13,11,Ajax Amsterdam,Nemanja Gudelj,23,Serbia,Centre-Back,CB,4000000.0,AZ Alkmaar,Netherlands,6000000.0,in,summer,Eredivisie,2015,False,
198489,https://sofifa.com/player/198489/james-mcclean/150002,J. McClean,James McClean,25,1989-04-22,180,70,Republic of Ireland,Wigan Athletic,English League Championship,2.0,73,77,2800000,35000,"LM, RM, LW",Left,2,2,4,High/Medium,Lean,No,,,SUB,11.0,,2013-08-08,2016.0,LM,11.0,84.0,66.0,69.0,77.0,57.0,71.0,,,,,,,"Avoids Using Weaker Foot, Speed Dribbler (AI)",73,63,73,68,58,79,67,65,65,74,85,84,76,71,74,74,72,76,70,64,65,50,69,69,64,,58,55,59,5,15,15,14,14,West Bromwich Albion,James McClean,26,Ireland,Left Midfield,LM,,Wigan,England,2100000.0,in,summer,Premier League,2015,False,
184089,https://sofifa.com/player/184089/mehdi-carcela-gonzalez/150002,M. Carcela-Gonzalez,Mehdi Carcela-González,24,1989-07-01,179,70,Morocco,Standard de Liège,Belgian Jupiler Pro League,1.0,73,76,2700000,50000,RM,Left,1,3,4,Medium/Low,Normal,No,,,SUB,33.0,,2013-09-01,2016.0,,,78.0,69.0,70.0,80.0,26.0,48.0,,,,,,,Technical Dribbler (AI),72,68,34,72,68,80,73,72,67,77,81,76,89,73,80,70,66,64,46,73,27,24,68,64,64,,25,27,21,7,14,13,6,11,SL Benfica,Mehdi Carcela-González,26,Morocco,Right Winger,RW,,Standard Liège,Belgium,2500000.0,in,summer,Liga Portugal,2015,False,
186197,https://sofifa.com/player/186197/gael-kakuta/150002,G. Kakuta,Gaël Kakuta,23,1991-06-21,173,64,France,Rayo Vallecano,Spain Primera Division,1.0,73,76,2400000,35000,"LM, CAM",Left,1,3,4,Medium/Medium,Lean,Yes,,,LM,12.0,,2009-01-01,2015.0,,,80.0,63.0,68.0,80.0,27.0,51.0,,,,,,,"Flair, Speed Dribbler (AI)",68,63,54,73,65,81,63,42,58,79,84,77,84,65,82,68,62,69,46,60,40,24,65,72,48,,22,25,23,6,11,6,13,12,Sevilla FC,Gaël Kakuta,24,DR Congo,Attacking Midfield,AM,1800000.0,Chelsea,England,6000000.0,in,summer,Laliga,2015,False,
186197,https://sofifa.com/player/186197/gael-kakuta/150002,G. Kakuta,Gaël Kakuta,23,1991-06-21,173,64,France,Rayo Vallecano,Spain Primera Division,1.0,73,76,2400000,35000,"LM, CAM",Left,1,3,4,Medium/Medium,Lean,Yes,,,LM,12.0,,2009-01-01,2015.0,,,80.0,63.0,68.0,80.0,27.0,51.0,,,,,,,"Flair, Speed Dribbler (AI)",68,63,54,73,65,81,63,42,58,79,84,77,84,65,82,68,62,69,46,60,40,24,65,72,48,,22,25,23,6,11,6,13,12,Chelsea FC,Gaël Kakuta,24,DR Congo,Attacking Midfield,AM,1800000.0,Rayo Vallecano,Spain,1800000.0,in,summer,Premier League,2015,True,end of loan
197786,https://sofifa.com/player/197786/giulio-donati/150002,G. Donati,Giulio Donati,24,1990-02-05,179,82,Italy,Bayer 04 Leverkusen,German 1. Bundesliga,1.0,73,76,2300000,45000,RB,Right,1,2,2,Medium/Medium,Normal,No,,,SUB,26.0,,2013-07-01,2017.0,,,75.0,47.0,62.0,62.0,74.0,76.0,,,,,,,,67,39,67,69,31,57,54,45,65,66,73,77,65,73,74,66,66,77,76,52,78,74,40,50,50,,75,76,76,15,14,7,8,7,1.FSV Mainz 05,Giulio Donati,25,Italy,Right-Back,RB,,B. Leverkusen,Germany,1000000.0,in,winter,Ger Bundesliga,2015,False,
204050,https://sofifa.com/player/204050/santiago-vergini/150002,S. Vergini,Santiago Vergini,25,1988-08-03,191,83,Argentina,Sunderland,English Premier League,1.0,73,76,2400000,35000,"CB, RB",Right,1,2,2,Medium/High,Lean,No,,,RB,27.0,,2013-08-05,2020.0,,,72.0,35.0,55.0,63.0,76.0,72.0,,,,,,,"Injury Free, Dives Into Tackles (AI)",61,31,77,62,24,64,32,49,65,65,71,73,53,77,55,42,41,65,81,37,64,75,28,34,48,,76,76,75,5,6,5,12,7,Sunderland AFC,Santiago Vergini,26,Argentina,Centre-Back,CB,,Estudiantes LP,Argentina,2850000.0,in,summer,Premier League,2015,False,
205083,https://sofifa.com/player/205083/faycal-fajr/150002,F. Fajr,Fayçal Fajr,25,1988-08-01,178,72,France,Elche CF,Spain Primera Division,1.0,73,76,3000000,35000,"CAM, CM, CF",Right,1,3,3,Medium/Medium,Normal,No,,,SUB,20.0,,2014-06-24,2017.0,,,72.0,66.0,73.0,76.0,47.0,63.0,,,,,,,Playmaker (AI),68,66,48,76,65,77,74,76,71,75,73,71,79,70,73,68,53,67,64,64,58,30,71,75,71,,50,52,53,14,11,13,14,5,Deportivo de La Coruña,Fayçal Fajr,27,Morocco,Central Midfield,CM,1300000.0,Elche CF,Spain,1300000.0,in,summer,Laliga,2015,True,free loan
171321,https://sofifa.com/player/171321/graham-dorrans/150002,G. Dorrans,Graham Dorrans,27,1987-05-05,175,73,Scotland,West Bromwich Albion,English Premier League,1.0,73,75,2700000,45000,"CM, RM, LM",Right,2,3,3,Medium/Medium,Normal,Yes,,,RM,17.0,,2008-07-01,2017.0,,,69.0,73.0,77.0,75.0,59.0,66.0,,,,,,,"Long Shot Taker (AI), Playmaker (AI), Technical Dribbler (AI)",76,72,68,77,68,74,76,75,71,76,69,69,75,71,73,76,66,77,60,76,65,62,69,81,74,,50,63,59,6,5,10,5,10,Norwich City,Graham Dorrans,28,Scotland,Central Midfield,CM,,West Brom,England,4100000.0,in,summer,Premier League,2015,False,
190875,https://sofifa.com/player/190875/juraj-kucka/150002,J. Kucka,Juraj Kucka,27,1987-02-26,186,84,Slovakia,Genoa,Italian Serie A,1.0,73,74,2700000,60000,"LM, CM, CDM",Right,2,3,2,Medium/High,Normal,No,,#Strength,LW,33.0,,2011-01-01,2015.0,,,66.0,71.0,73.0,74.0,74.0,87.0,,,,,,,Long Shot Taker (AI),69,63,73,77,70,74,67,69,73,77,65,67,74,74,50,81,78,85,90,78,86,75,71,72,70,,69,78,75,13,7,8,14,7,AC Milan,Juraj Kucka,28,Slovakia,Central Midfield,CM,1200000.0,Genoa,Italy,4000000.0,in,summer,Serie A,2015,False,
175818,https://sofifa.com/player/175818/tom-de-sutter/150002,T. De Sutter,Tom De Sutter,28,1985-07-03,192,93,Belgium,Club Brugge KV,Belgian Jupiler Pro League,1.0,73,73,2800000,70000,ST,Right,2,4,3,High/Medium,Normal,No,,,SUB,9.0,,2013-07-15,2017.0,,,72.0,72.0,63.0,65.0,43.0,78.0,,,,,,,Injury Prone,53,73,78,71,67,63,56,53,53,72,71,73,56,72,45,74,74,76,84,69,66,47,76,71,67,,32,43,28,9,10,9,6,12,Bursaspor,Tom De Sutter,30,Belgium,Centre-Forward,CF,,Club Brugge,Belgium,1800000.0,in,summer,Super Lig,2015,False,
178255,https://sofifa.com/player/178255/ryan-donk/150002,R. Donk,Ryan Donk,28,1986-03-30,192,80,Netherlands,Kasimpaşa SK,Turkish Süper Lig,1.0,73,73,2200000,20000,"CB, CDM",Right,1,2,2,High/Medium,Normal,No,,,LCB,6.0,,2013-07-01,2016.0,,,68.0,59.0,62.0,68.0,72.0,82.0,,,,,,,Long Throw-in,49,56,79,72,41,66,43,38,72,72,68,68,67,66,65,71,82,81,85,57,74,67,65,62,49,,70,75,67,11,11,10,6,15,Galatasaray,Ryan Donk,29,Suriname,Centre-Back,CB,,Kasimpasa,Turkey,2500000.0,in,winter,Super Lig,2015,False,
191089,https://sofifa.com/player/191089/connor-wickham/150002,C. Wickham,Connor Wickham,21,1993-03-31,189,90,England,Sunderland,English Premier League,1.0,72,83,2400000,20000,"ST, LM",Right,1,3,2,High/Medium,Normal,No,,,ST,10.0,,2011-06-01,2015.0,,,74.0,73.0,60.0,71.0,29.0,76.0,,,,,,,"Long Throw-in, Power Free-Kick",61,74,69,60,61,73,52,68,57,72,75,74,61,74,62,78,69,72,83,68,65,25,67,59,74,,25,24,25,7,15,5,9,11,Crystal Palace,Connor Wickham,22,England,Centre-Forward,CF,,Sunderland,England,10000000.0,in,summer,Premier League,2015,False,
201519,https://sofifa.com/player/201519/jordan-veretout/150002,J. Veretout,Jordan Veretout,21,1993-03-01,177,67,France,FC Nantes,French Ligue 1,1.0,72,82,2100000,20000,"CM, CDM, CAM",Right,1,3,3,Medium/High,Lean,No,,,CAM,25.0,,2010-07-01,2017.0,,,64.0,67.0,70.0,70.0,62.0,68.0,,,,,,,,58,63,52,75,68,66,61,64,73,74,66,63,71,75,70,71,53,69,70,73,64,68,68,73,68,,58,67,60,8,9,10,7,8,Aston Villa,Jordan Veretout,22,France,Central Midfield,CM,16000000.0,FC Nantes,France,10000000.0,in,summer,Premier League,2015,False,
201046,https://sofifa.com/player/201046/riccardo-saponara/150002,R. Saponara,Riccardo Saponara,22,1991-12-21,184,73,Italy,Milan,Italian Serie A,1.0,72,81,2400000,30000,CAM,Right,1,4,3,Medium/Medium,Lean,No,,,RES,8.0,,2013-07-01,2018.0,,,76.0,61.0,73.0,76.0,30.0,65.0,,,,,,,"Outside Foot Shot, Technical Dribbler (AI)",69,55,61,77,63,77,73,64,69,81,74,78,72,59,67,71,64,68,69,64,53,25,67,74,64,,24,30,30,4,2,4,4,2,AC Milan,Riccardo Saponara,23,Italy,Attacking Midfield,AM,2000000.0,Empoli,Italy,2000000.0,in,summer,Serie A,2015,True,end of loan
201046,https://sofifa.com/player/201046/riccardo-saponara/150002,R. Saponara,Riccardo Saponara,22,1991-12-21,184,73,Italy,Milan,Italian Serie A,1.0,72,81,2400000,30000,CAM,Right,1,4,3,Medium/Medium,Lean,No,,,RES,8.0,,2013-07-01,2018.0,,,76.0,61.0,73.0,76.0,30.0,65.0,,,,,,,"Outside Foot Shot, Technical Dribbler (AI)",69,55,61,77,63,77,73,64,69,81,74,78,72,59,67,71,64,68,69,64,53,25,67,74,64,,24,30,30,4,2,4,4,2,Empoli FC,Riccardo Saponara,23,Italy,Attacking Midfield,AM,2000000.0,AC Milan,Italy,4000000.0,in,summer,Serie A,2015,False,
201922,https://sofifa.com/player/201922/martin-hinteregger/150002,M. Hinteregger,Martin Hinteregger,21,1992-09-07,184,78,Austria,FC Red Bull Salzburg,Austrian Football Bundesliga,1.0,72,80,1800000,30000,CB,Left,1,3,2,High/Medium,Normal,No,,,LCB,36.0,,2010-09-01,2018.0,LCB,4.0,68.0,59.0,60.0,58.0,72.0,79.0,,,,,,,"Dives Into Tackles (AI), Leadership, Long Shot Taker (AI)",57,47,66,63,48,55,43,32,65,60,64,72,62,62,62,84,82,75,81,70,80,72,60,65,36,,68,75,76,13,13,8,12,9,Borussia Mönchengladbach,Martin Hinteregger,23,Austria,Centre-Back,CB,,RB Salzburg,Austria,1000000.0,in,winter,Ger Bundesliga,2015,True,loan with fee
205878,https://sofifa.com/player/205878/stefanos-kapino/150002,S. Kapino,Stefanos Kapino,20,1994-03-18,196,91,Greece,1. FSV Mainz 05,German 1. Bundesliga,1.0,72,80,1900000,15000,GK,Right,1,2,1,Medium/Medium,Normal,No,,,SUB,1.0,,2014-07-16,2018.0,SUB,13.0,,,,,,,76.0,67.0,65.0,77.0,32.0,71.0,Puncher,25,25,25,25,25,25,25,25,25,28,31,33,32,70,32,25,62,23,64,25,25,25,25,25,25,,25,25,25,76,67,65,71,77,Olympiacos Piraeus,Stefanos Kapino,21,Greece,Goalkeeper,GK,,1.FSV Mainz 05,Germany,2000000.0,in,summer,Super League 1,2015,False,
186345,https://sofifa.com/player/186345/kieran-trippier/150002,K. Trippier,Kieran Trippier,23,1990-09-19,179,71,England,Burnley,English Premier League,1.0,72,78,2100000,20000,RB,Right,1,4,3,High/High,Normal,No,,,RB,2.0,,2012-01-03,2017.0,,,83.0,55.0,70.0,70.0,70.0,73.0,,,,,,,"Long Throw-in, Early Crosser",74,44,66,70,43,69,71,70,67,67,84,82,79,70,76,74,70,85,71,65,65,71,58,68,38,,71,70,72,10,13,7,10,9,Tottenham Hotspur,Kieran Trippier,24,England,Right-Back,RB,11000000.0,Burnley,England,4900000.0,in,summer,Premier League,2015,False,
192073,https://sofifa.com/player/192073/andrea-bertolacci/150002,A. Bertolacci,Andrea Bertolacci,23,1991-01-11,179,75,Italy,Genoa,Italian Serie A,1.0,72,78,2400000,25000,CM,Left,1,3,2,High/Medium,Lean,No,,,RCM,91.0,,2012-07-19,2017.0,,,74.0,69.0,71.0,74.0,59.0,70.0,,,,,,,Avoids Using Weaker Foot,68,67,67,74,65,73,65,63,74,75,76,73,79,70,74,72,66,76,66,75,72,64,71,72,55,,45,65,65,6,7,6,6,8,AC Milan,Andrea Bertolacci,24,Italy,Central Midfield,CM,,AS Roma,Italy,21000000.0,in,summer,Serie A,2015,False,
192073,https://sofifa.com/player/192073/andrea-bertolacci/150002,A. Bertolacci,Andrea Bertolacci,23,1991-01-11,179,75,Italy,Genoa,Italian Serie A,1.0,72,78,2400000,25000,CM,Left,1,3,2,High/Medium,Lean,No,,,RCM,91.0,,2012-07-19,2017.0,,,74.0,69.0,71.0,74.0,59.0,70.0,,,,,,,Avoids Using Weaker Foot,68,67,67,74,65,73,65,63,74,75,76,73,79,70,74,72,66,76,66,75,72,64,71,72,55,,45,65,65,6,7,6,6,8,AS Roma,Andrea Bertolacci,24,Italy,Central Midfield,CM,,Genoa,Italy,8500000.0,in,summer,Serie A,2015,False,
193768,https://sofifa.com/player/193768/adam-matthews/150002,A. Matthews,Adam Matthews,22,1992-01-13,178,71,Wales,Celtic,Scottish Premiership,1.0,72,78,1800000,30000,"RB, RM",Right,1,2,2,High/Medium,Normal,No,,,SUB,2.0,,2011-07-01,2016.0,SUB,18.0,80.0,52.0,69.0,71.0,71.0,73.0,,,,,,,"Long Throw-in, Avoids Using Weaker Foot",73,42,57,70,42,69,72,51,66,71,80,80,76,74,73,68,71,81,72,61,65,72,62,67,49,,72,73,72,5,14,11,5,13,Sunderland AFC,Adam Matthews,23,Wales,Right-Back,RB,,Celtic,Scotland,2800000.0,in,summer,Premier League,2015,False,
173204,https://sofifa.com/player/173204/luca-antonelli/150002,L. Antonelli,Luca Antonelli,27,1987-02-11,184,79,Italy,Genoa,Italian Serie A,1.0,72,77,2700000,35000,"LM, LB",Left,2,3,2,High/Medium,Normal,No,,,LM,13.0,,2011-01-01,2018.0,,,78.0,57.0,67.0,71.0,72.0,77.0,,,,,,,,76,58,66,68,42,71,59,39,62,71,77,78,76,72,59,65,73,79,77,50,73,71,69,69,50,,71,75,77,5,10,10,13,4,AC Milan,Luca Antonelli,28,Italy,Left-Back,LB,,Genoa,Italy,4500000.0,in,summer,Serie A,2015,False,
198554,https://sofifa.com/player/198554/anthony-ujah/150002,A. Ujah,Anthony Ujah,23,1990-10-14,179,81,Nigeria,1. FC Köln,German 1. Bundesliga,1.0,72,77,2700000,20000,"ST, CF",Right,1,4,3,High/Medium,Normal,No,,,ST,9.0,,2013-07-08,2017.0,,,77.0,71.0,51.0,69.0,32.0,76.0,,,,,,,,47,71,75,58,63,68,48,44,49,69,76,77,74,71,68,84,91,75,82,63,59,39,69,47,68,,25,24,22,9,10,14,14,6,SV Werder Bremen,Anthony Ujah,24,Nigeria,Centre-Forward,CF,,1.FC Köln,Germany,4500000.0,in,summer,Ger Bundesliga,2015,False,
202944,https://sofifa.com/player/202944/oscar-hiljemark/150002,O. Hiljemark,Oscar Hiljemark,22,1992-06-28,183,78,Sweden,PSV,Holland Eredivisie,1.0,72,77,2100000,30000,"CM, CDM",Right,1,3,2,High/High,Normal,No,,#Engine,SUB,27.0,,2013-01-01,2017.0,,,68.0,58.0,68.0,67.0,67.0,78.0,,,,,,,"Leadership, Long Shot Taker (AI)",49,44,58,75,49,64,63,68,77,73,69,67,67,71,64,82,72,90,74,66,74,73,62,71,63,,63,71,61,5,7,14,15,11,US Palermo,Oscar Hiljemark,23,Sweden,Central Midfield,CM,,PSV Eindhoven,Netherlands,2500000.0,in,summer,Serie A,2015,False,
169214,https://sofifa.com/player/169214/scott-sinclair/150002,S. Sinclair,Scott Sinclair,25,1989-03-25,177,69,England,Manchester City,English Premier League,1.0,72,76,2800000,35000,"LM, LW",Right,2,3,4,High/Medium,Lean,Yes,,,SUB,12.0,,2012-08-31,2016.0,,,88.0,67.0,64.0,80.0,32.0,60.0,,,,,,,"Avoids Using Weaker Foot, Speed Dribbler (AI)",71,69,47,64,64,82,68,74,48,76,89,88,89,61,79,72,62,82,56,54,44,44,74,65,82,,25,29,27,12,10,9,12,14,Aston Villa,Scott Sinclair,26,England,Left Winger,LW,,Man City,England,3500000.0,in,summer,Premier League,2015,False,
183346,https://sofifa.com/player/183346/fabian-frei/150002,F. Frei,Fabian Frei,25,1989-01-08,183,80,Switzerland,FC Basel 1893,Swiss Super League,1.0,72,76,2800000,30000,"CM, CDM, CAM, CB",Right,1,4,2,Medium/High,Normal,No,,,RCM,20.0,,2007-07-01,2017.0,SUB,7.0,73.0,73.0,73.0,68.0,67.0,75.0,,,,,,,"Long Passer (AI), Long Shot Taker (AI)",73,68,73,72,75,66,68,65,74,70,74,73,72,60,71,80,71,91,73,77,60,67,74,78,61,,65,68,66,11,14,7,10,13,1.FSV Mainz 05,Fabian Frei,26,Switzerland,Defensive Midfield,DM,,FC Basel,Switzerland,3600000.0,in,summer,Ger Bundesliga,2015,False,
200260,https://sofifa.com/player/200260/steven-berghuis/150002,S. Berghuis,Steven Berghuis,22,1991-12-19,182,70,Netherlands,AZ Alkmaar,Holland Eredivisie,1.0,72,76,2400000,20000,RW,Left,1,3,3,Medium/Medium,Lean,No,,,SUB,22.0,,2012-07-01,2017.0,,,75.0,74.0,67.0,76.0,37.0,57.0,,,,,,,,56,74,58,69,69,76,76,73,68,77,76,74,80,72,70,77,69,72,52,75,47,36,74,72,64,,34,35,29,8,10,6,6,14,Watford FC,Steven Berghuis,23,Netherlands,Attacking Midfield,AM,9000000.0,AZ Alkmaar,Netherlands,6500000.0,in,summer,Premier League,2015,False,
200434,https://sofifa.com/player/200434/luis-pedro-cavanda/150002,L. Cavanda,Luis Pedro Cavanda,23,1991-01-02,180,76,Belgium,Lazio,Italian Serie A,1.0,72,76,2100000,25000,RB,Right,1,3,2,High/Medium,Lean,No,,,RES,39.0,,2010-07-01,2018.0,,,90.0,58.0,65.0,76.0,68.0,79.0,,,,,,,Speed Dribbler (AI),71,50,66,71,41,77,70,50,64,75,87,92,78,68,68,68,70,84,79,69,76,74,67,54,49,,61,71,69,14,8,4,8,14,Trabzonspor,Luis Pedro Cavanda,24,Belgium,Right-Back,RB,,Lazio,Italy,1750000.0,in,summer,Super Lig,2015,False,
202201,https://sofifa.com/player/202201/jeffrey-gouweleeuw/150002,J. Gouweleeuw,Jeffrey Gouweleeuw,22,1991-07-10,187,75,Netherlands,AZ Alkmaar,Holland Eredivisie,1.0,72,76,1800000,20000,CB,Right,1,3,2,High/Medium,Normal,No,,,RCB,3.0,,2013-07-01,2018.0,,,75.0,54.0,59.0,66.0,73.0,73.0,,,,,,,Long Passer (AI),55,47,72,64,48,64,41,35,55,68,74,75,68,70,57,71,69,73,76,55,68,75,64,70,41,,72,74,74,12,6,15,12,6,FC Augsburg,Jeffrey Gouweleeuw,24,Netherlands,Centre-Back,CB,3000000.0,AZ Alkmaar,Netherlands,3000000.0,in,winter,Ger Bundesliga,2015,False,
215914,https://sofifa.com/player/215914/ngolo-kante/150002,N. Kanté,N'Golo Kanté,23,1991-03-29,169,69,France,Stade Malherbe Caen,French Ligue 1,1.0,72,76,2400000,20000,"CM, CDM",Right,1,3,3,Medium/Medium,Normal,No,,,RCM,17.0,,2013-06-18,2016.0,,,74.0,63.0,70.0,70.0,65.0,66.0,,,,,,,,64,67,43,76,54,68,46,46,73,74,73,75,65,73,74,65,67,82,62,58,56,68,65,74,50,,67,69,58,14,11,9,6,9,Leicester City,N'Golo Kanté,24,France,Defensive Midfield,DM,12000000.0,SM Caen,France,9000000.0,in,summer,Premier League,2015,False,
184082,https://sofifa.com/player/184082/lamine-kone/150002,L. Koné,Lamine Koné,25,1989-02-01,186,83,Ivory Coast,FC Lorient,French Ligue 1,1.0,72,75,2400000,20000,CB,Right,1,2,2,Medium/Medium,Stocky,No,,#Strength,RCB,2.0,,2010-07-01,2017.0,,,65.0,34.0,52.0,52.0,72.0,82.0,,,,,,,,59,33,77,59,28,45,38,27,47,61,63,66,54,70,48,41,63,74,90,28,78,74,53,44,30,,68,75,63,5,11,14,9,12,Sunderland AFC,Lamine Koné,26,Cote d'Ivoire,Centre-Back,CB,,FC Lorient,France,6500000.0,in,winter,Premier League,2015,False,
